"","x"
"9207",17.7317
"9208",41.77025
"9209",39.68985
"9210",361.2928
"9211",44.20675
"9212",585.4237
"9213",33.4247
"9214",130.9198
"9215",396.4397
"9216",11.5583
"9217",123.5873
"9218",6.98085
"9219",238.1526
"9220",292.0224
"9221",187.9464
"9222",2301.1132
"9223",47.58795
"9224",143.3431
"9225",18.1678
"9226",45.1011
"9227",125.44885
"9228",967.858
"9229",1594.3894
"9230",1025.8374
"9231",1149.5579
"9232",1517.6171
"9233",3092.2266
"9234",1295.84635
"9235",1973.5732
"9236",70.31025
"9237",603.352
"9238",320.7119
"9239",126.70145
"9240",1767.3959
"9241",164.7836
"9242",168.2496
"9243",188.9764
"9244",45.853
"9245",21.1192
"9246",331.1772
"9247",842.0206
"9248",932.9955
"9249",676.3315
"9250",1137.6596
"9251",934.5528
"9252",726.76175
"9253",689.73425
"9254",795.7909
"9255",486.2004
"9256",559.4911
"9257",1216.1282
"9258",888.0362
"9259",4.8981
"9260",553.2977
"9261",1457.5472
"9262",249.83145
"9263",261.69535
"9264",1481.87675
"9265",360.0909
"9266",675.1206
"9267",532.5367
"9268",55.1867
"9269",736.3011
"9270",660.7143
"9271",265.8327
"9272",331.8536
"9273",231.9721
"9274",553.6248
"9275",550.81975
"9276",1111.16965
"9277",1.8954
"9278",194.20465
"9279",510.6095
"9280",217.7211
"9281",26.3158
"9282",13.6841
"9283",13.8515
"9284",0.9325
"9285",5.7292
"9286",1.024
"9287",1.9006
"9288",2.0803
"9289",1.7366
"9290",0.0102
"9291",56.7602
"9292",336.5531
"9293",151.94065
"9294",251.609
"9295",233.6993
"9296",71.1628
"9297",479.4721
"9298",443.6887
"9299",257.73465
"9300",120.5607
"9301",740.6652
"9302",84.9751
"9303",1.16235
"9304",158.0908
"9305",1302.9548
"9306",1285.644
"9307",441.75125
"9308",512.7525
"9309",299.5618
"9310",517.8165
"9311",172.32425
"9312",633.6577
"9313",324.79735
"9314",9.3375
"9315",310.6752
"9316",503.7292
"9317",210.3492
"9318",25.7791
"9319",774.0337
"9320",323.5755
"9321",602.3392
"9322",193.76645
"9323",30.2792
"9324",259.4127
"9325",50.0661
"9326",0.8143
"9327",2.4437
"9328",1.01345
"9329",0.0144
"9330",118.08285
"9331",380.9163
"9332",477.79195
"9333",1769.8675
"9334",702.111
"9335",226.0136
"9336",228.8986
"9337",793.2258
"9338",84.2105
"9339",2.10665
"9340",275.9797
"9341",266.4072
"9342",108.29965
"9343",98.6779
"9344",65.3046
"9345",268.5793
"9346",1770.4772
"9347",121.2162
"9348",2750.7477
"9349",4.0877
"9350",286.4407
"9351",510.9897
"9352",270.019
"9353",784.8008
"9354",537.3981
"9355",679.5995
"9356",254.56415
"9357",309.7345
"9358",406.1906
"9359",492.3187
"9360",331.7302
"9361",1.4845
"9362",365.6885
"9363",320.5652
"9364",0
"9365",0.4026
"9366",0.4236
"9367",0
"9368",0
"9369",0
"9370",0
"9371",0.2715
"9372",0.15605
"9373",0.02405
"9374",124.47415
"9375",92.9156
"9376",17925.2031
"9377",923.4065
"9378",6.864
"9379",433.8287
"9380",1074.9421
"9381",114.3134
"9382",495.74345
"9383",264.9497
"9384",709.12795
"9385",592.49785
"9386",650.8164
"9387",600.49795
"9388",316.588
"9389",0.97975
"9390",371.1196
"9391",2283.3002
"9392",3283.8389
"9393",1426.1107
"9394",3242.9888
"9395",3216.7166
"9396",3688.4515
"9397",4133.6321
"9398",2517.17645
"9399",6593.0356
"9400",2631.7594
"9401",2946.5071
"9402",15.84575
"9403",1637.2009
"9404",251.7776
"9405",129.2892
"9406",54.823
"9407",158.2975
"9408",150.7148
"9409",216.1616
"9410",167.3716
"9411",123.50455
"9412",77.218
"9413",299.9458
"9414",402.9625
"9415",282.2868
"9416",240.7982
"9417",7.7759
"9418",107.5281
"9419",435.2971
"9420",0
"9421",1.8597
"9422",6.34165
"9423",0
"9424",12.04735
"9425",5.8179
"9426",1.2305
"9427",0.543
"9428",1.216
"9429",0.0371
"9430",0
"9431",33.1257
"9432",404.5096
"9433",1904.0875
"9434",8.1411
"9435",278.9673
"9436",4664.0787
"9437",32.97065
"9438",46.5579
"9439",516.7187
"9440",94.8657
"9441",12.4358
"9442",1599.7351
"9443",2919.3489
"9444",630.3883
"9445",394.1689
"9446",687.7895
"9447",26.115
"9448",616.7466
"9449",27.9886
"9450",19.3109
"9451",317.9572
"9452",30.5089
"9453",10.0334
"9454",336.83685
"9455",11.9835
"9456",68.42895
"9457",0.2566
"9458",23.9278
"9459",784.3784
"9460",400.1424
"9461",525.4997
"9462",1093.586
"9463",1078.398
"9464",918.7573
"9465",1730.1113
"9466",541.229
"9467",5.5684
"9468",533.17235
"9469",1280.5078
"9470",1481.1329
"9471",2711.0773
"9472",1043.5628
"9473",1132.4521
"9474",1319.9396
"9475",773.8114
"9476",1081.14395
"9477",998.5701
"9478",1343.7415
"9479",1275.2436
"9480",15.4716
"9481",404.2648
"9482",279.6951
"9483",1646.3816
"9484",436.3039
"9485",496.3311
"9486",3.78815
"9487",3674.9797
"9488",9679.5104
"9489",2759.3797
"9490",4156.4679
"9491",699.0232
"9492",1358.1544
"9493",2279.762
"9494",942.3806
"9495",1479.4255
"9496",1634.0938
"9497",27.5524
"9498",177.9083
"9499",144.8887
"9500",226.6768
"9501",97.02625
"9502",39.8341
"9503",83.1428
"9504",177.35065
"9505",4.0439
"9506",189.8563
"9507",0
"9508",0
"9509",0
"9510",10.6851
"9511",13.4586
"9512",0
"9513",94.0879
"9514",0
"9515",0.2715
"9516",2.4839
"9517",0
"9518",0.4562
"9519",6.36825
"9520",0.5596
"9521",9.34255
"9522",11.938
"9523",4.0383
"9524",6.9341
"9525",1.0323
"9526",4.4369
"9527",1.1358
"9528",9.596
"9529",6.33975
"9530",247.5998
"9531",20.5008
"9532",7.851
"9533",0.8383
"9534",5.5079
"9535",4.5039
"9536",958.9011
"9537",340.7363
"9538",392.1714
"9539",677.70985
"9540",1322.5015
"9541",788.395
"9542",600.1569
"9543",8.26035
"9544",274.7694
"9545",512.1841
"9546",858.5217
"9547",514.4937
"9548",903.79495
"9549",380.7129
"9550",79.50265
"9551",2323.1357
"9552",548.68355
"9553",255.5317
"9554",234.69305
"9555",168.7165
"9556",515.1134
"9557",98.5696
"9558",101.7866
"9559",103.44195
"9560",32.8184
"9561",1.7459
"9562",13344.0877
"9563",266.55375
"9564",12.5415
"9565",1116.189
"9566",969.3883
"9567",2119.3696
"9568",955.4993
"9569",1093.681
"9570",2153.9763
"9571",1392.5729
"9572",2337.35005
"9573",1125.65365
"9574",826.7787
"9575",1212.4465
"9576",1818.3207
"9577",6.1203
"9578",1889.1624
"9579",4118.2191
"9580",3817.3287
"9581",280.2548
"9582",518.1996
"9583",341.441
"9584",86.4362
"9585",676.14925
"9586",511.28995
"9587",2198.9047
"9588",746.15615
"9589",303.5639
"9590",172.7679
"9591",795.8186
"9592",328.3828
"9593",2029.88375
"9594",3.6885
"9595",2067.38335
"9596",1272.1354
"9597",1008.06035
"9598",995.1499
"9599",1254.578
"9600",839.18
"9601",1126.8154
"9602",572.3077
"9603",630.2251
"9604",1338.6299
"9605",453.1347
"9606",1030.953
"9607",526.4415
"9608",1181.13415
"9609",16.5332
"9610",1499.344
"9611",154.3947
"9612",1755.405
"9613",1279.4008
"9614",1758.4624
"9615",3936.2477
"9616",2034.9724
"9617",3140.6462
"9618",1170.4783
"9619",39.0552
"9620",2375.6208
"9621",39.0661
"9622",14.2692
"9623",1529.8165
"9624",97.6163
"9625",8.5848
"9626",112.8748
"9627",1.7082
"9628",79.2832
"9629",8.9454
"9630",5.0573
"9631",0.396
"9632",81.8376
"9633",405.7694
"9634",43.2116
"9635",0
"9636",62.94965
"9637",1789.5188
"9638",25438.32555
"9639",1530.3674
"9640",1061.0803
"9641",0.42835
"9642",0.1433
"9643",77999.0596
"9644",48.8139
"9645",764.2706
"9646",571.51395
"9647",598.75845
"9648",698.5864
"9649",909.2426
"9650",550.9795
"9651",621.3305
"9652",676.97975
"9653",864.89235
"9654",662.3918
"9655",2.8769
"9656",375.8079
"9657",569.1627
"9658",1.0871
"9659",3.9904
"9660",0
"9661",1.4944
"9662",0
"9663",203.6565
"9664",0
"9665",7.79345
"9666",4.36435
"9667",2.6875
"9668",1.4043
"9669",0.8506
"9670",1.3576
"9671",0.5269
"9672",1.9923
"9673",0.0067
"9674",11.0522
"9675",1.8059
"9676",1151.7672
"9677",1521.7924
"9678",789.9478
"9679",837.6324
"9680",1081.1635
"9681",17.3754
"9682",2441.482
"9683",736.9645
"9684",729.5459
"9685",2045.80865
"9686",503.2443
"9687",680.017
"9688",628.7332
"9689",567.8118
"9690",372.1569
"9691",748.0315
"9692",967.2989
"9693",1131.8274
"9694",28.0528
"9695",963.2855
"9696",19.8308
"9697",30.8552
"9698",463.1479
"9699",42.618
"9700",255.4833
"9701",100.2206
"9702",38.5542
"9703",146.2279
"9704",91.2028
"9705",128.9717
"9706",21.7628
"9707",2.0298
"9708",10573.39835
"9709",5875.3037
"9710",5696.9486
"9711",19580.6633
"9712",9537.7691
"9713",7981.686
"9714",14381.8182
"9715",23972.9794
"9716",14956.6181
"9717",19.4618
"9718",0.9168
"9719",0.2852
"9720",0
"9721",0
"9722",0
"9723",0
"9724",0
"9725",0
"9726",0
"9727",0
"9728",0
"9729",0
"9730",0
"9731",0
"9732",0
"9733",224.17175
"9734",157.2372
"9735",666.23805
"9736",1819.9137
"9737",688.08495
"9738",477.0567
"9739",2661.0942
"9740",4.0851
"9741",6.3425
"9742",1.6826
"9743",1.4861
"9744",2.6836
"9745",1.3236
"9746",633.5591
"9747",1.8255
"9748",0.3276
"9749",7.53005
"9750",6.6946
"9751",0.9026
"9752",0.3278
"9753",212.5384
"9754",2172.1341
"9755",521.2609
"9756",127.7538
"9757",92.6056
"9758",46.8393
"9759",29.9658
"9760",25.7458
"9761",16.38755
"9762",104.31925
"9763",32.5432
"9764",13.7376
"9765",77.6874
"9766",41.4052
"9767",29.722
"9768",0.2952
"9769",33.7423
"9770",29.5983
"9771",2.9554
"9772",17.5727
"9773",85.77455
"9774",44.3777
"9775",333.4367
"9776",333.02005
"9777",3.4456
"9778",26.6087
"9779",4.5782
"9780",38.1662
"9781",941.9809
"9782",1092.4046
"9783",236.8032
"9784",1734.6014
"9785",1038.186
"9786",1386.4899
"9787",1854.10185
"9788",1156.0117
"9789",3118.4868
"9790",1190.2876
"9791",903.4405
"9792",11.8033
"9793",5452.25055
"9794",1825.4143
"9795",17813.5684
"9796",3988.243
"9797",3039.0105
"9798",2296.4974
"9799",10715.48175
"9800",44.1367
"9801",0.9536
"9802",88.2375
"9803",1.21005
"9804",0.6757
"9805",0
"9806",226.4228
"9807",0.4324
"9808",17.4996
"9809",4.4008
"9810",0.664
"9811",6.5634
"9812",5.9734
"9813",0
"9814",8.9598
"9815",0.1007
"9816",0.8912
"9817",1.4301
"9818",32.0575
"9819",3.9086
"9820",13.9793
"9821",1.7681
"9822",5.9657
"9823",2.6131
"9824",0.9502
"9825",2.7152
"9826",0.3956
"9827",0.0315
"9828",10.6421
"9829",0.9029
"9830",1.4537
"9831",24.3745
"9832",142.4612
"9833",174.2216
"9834",0
"9835",23.8928
"9836",212.47225
"9837",1.76025
"9838",2.1021
"9839",73.77105
"9840",0.451
"9841",0
"9842",0
"9843",0.3123
"9844",0
"9845",0.0195
"9846",3.3683
"9847",471.4724
"9848",5.6573
"9849",219.33555
"9850",6.3141
"9851",152.5199
"9852",62.4856
"9853",8.016
"9854",18.41865
"9855",76.2182
"9856",40.7277
"9857",36.7118
"9858",11.39425
"9859",0.28535
"9860",1308.9217
"9861",850.5846
"9862",544.6386
"9863",725.3824
"9864",1062.4011
"9865",1595.1659
"9866",757.9556
"9867",1438.0842
"9868",1609.9105
"9869",1422.6645
"9870",871.0469
"9871",1145.98025
"9872",970.5751
"9873",829.0394
"9874",8.5186
"9875",769.8476
"9876",443.9215
"9877",464.5126
"9878",989.02765
"9879",411.426
"9880",1150.8996
"9881",394.4538
"9882",1296.6252
"9883",832.38965
"9884",601.73485
"9885",1276.6766
"9886",1676.6748
"9887",669.4689
"9888",8.3644
"9889",37.88695
"9890",79.7441
"9891",18.3305
"9892",437.3164
"9893",101.1304
"9894",48.6224
"9895",72.5066
"9896",286.2012
"9897",237.4359
"9898",590.3625
"9899",692.9134
"9900",546.36605
"9901",68.764
"9902",4.2879
"9903",79.2265
"9904",588.6433
"9905",423.9219
"9906",376.9965
"9907",239.5824
"9908",639.8787
"9909",669.0235
"9910",1169.44925
"9911",1552.9826
"9912",1153.1223
"9913",1798.40945
"9914",1975.3881
"9915",444.5946
"9916",626.6438
"9917",1461.34305
"9918",1790.3323
"9919",1510.1567
"9920",1230.6955
"9921",1958.0252
"9922",870.0344
"9923",735.3589
"9924",1877.0024
"9925",1409.115
"9926",1484.326
"9927",7.2595
"9928",1425.06335
"9929",1778.904
"9930",1189.1794
"9931",771.15665
"9932",847.4413
"9933",324.47355
"9934",954.6163
"9935",502.0364
"9936",1280.597
"9937",2.6684
"9938",63.8576
"9939",1.0461
"9940",2.59185
"9941",34.8353
"9942",0.31515
"9943",584.0589
"9944",11.314
"9945",99.7174
"9946",3.9094
"9947",6.3541
"9948",4.22355
"9949",14.3904
"9950",4.7203
"9951",9.5114
"9952",0.0196
"9953",17.6072
"9954",0
"9955",0.1546
"9956",5.9737
"9957",2.5368
"9958",24.5439
"9959",29.1045
"9960",35.3127
"9961",354.9605
"9962",0
"9963",0.0887
"9964",1274.477
"9965",1469.87255
"9966",1434.90895
"9967",1186.4865
"9968",1395.95185
"9969",1026.0631
"9970",1301.0487
"9971",1375.2843
"9972",2171.3514
"9973",801.39365
"9974",616.3454
"9975",1228.0333
"9976",14.3
"9977",1105.5276
"9978",826.9809
"9979",935.5674
"9980",880.6249
"9981",1994.3326
"9982",1893.4238
"9983",1112.1681
"9984",20.90825
"9985",383.2335
"9986",873.21245
"9987",266.7286
"9988",142.1751
"9989",1185.1558
"9990",660.9625
"9991",849.7824
"9992",4.7084
"9993",0.9654
"9994",1.4514
"9995",1.85175
"9996",1.902
"9997",1.7853
"9998",2.7027
"9999",2.9014
"10000",2.381
"10001",1.9617
"10002",8.2475
"10003",1.2935
"10004",5.289
"10005",8.1254
"10006",2.6549
"10007",66.6429
"10008",14.9335
"10009",0.9264
"10010",0.3171
"10011",0.0205
"10012",0.358
"10013",1.3544
"10014",650.8445
"10015",532.9594
"10016",424.3914
"10017",960.1381
"10018",215.2556
"10019",136.0267
"10020",501.7689
"10021",234.4669
"10022",434.24375
"10023",152.4603
"10024",365.94665
"10025",5.4997
"10026",142.6206
"10027",5.4299
"10028",62.59015
"10029",1.0417
"10030",336.3321
"10031",103.5759
"10032",17.3023
"10033",738.2406
"10034",0
"10035",0.1534
"10036",1959.702
"10037",480.8446
"10038",1156.5717
"10039",1030.7428
"10040",1249.6509
"10041",1276.1274
"10042",683.04915
"10043",647.7437
"10044",13.69555
"10045",10146.2634
"10046",50520.8156
"10047",77612.9345
"10048",16651.16985
"10049",15267.1735
"10050",9449.221
"10051",165.7317
"10052",2112.3556
"10053",1177.93585
"10054",4315.1153
"10055",2076.8003
"10056",1290.8546
"10057",1475.5016
"10058",1413.2501
"10059",961.62835
"10060",30.7325
"10061",104.6082
"10062",230.155
"10063",260.66815
"10064",1708.6427
"10065",1114.8092
"10066",770.296
"10067",3782.0064
"10068",15.4474
"10069",3186.93975
"10070",290.3528
"10071",606.1351
"10072",120.9697
"10073",390.9751
"10074",3.2406
"10075",507.4104
"10076",717.29075
"10077",961.9672
"10078",807.49645
"10079",310.3715
"10080",961.3343
"10081",803.4951
"10082",987.04085
"10083",8.6856
"10084",468.4281
"10085",533.6343
"10086",0
"10087",0
"10088",0
"10089",0
"10090",0
"10091",0.3632
"10092",0
"10093",0
"10094",0
"10095",2825.8427
"10096",870.78
"10097",974.981
"10098",1588.9072
"10099",628.8352
"10100",874.75795
"10101",111.5609
"10102",1238.4799
"10103",1918.0171
"10104",1112.7312
"10105",580.0172
"10106",1003.9881
"10107",1394.2803
"10108",3194.2938
"10109",1752.9377
"10110",29.4079
"10111",898.6064
"10112",1386.48465
"10113",459.2275
"10114",494.0426
"10115",121.3767
"10116",369.56385
"10117",1186.2612
"10118",491.0944
"10119",7.6783
"10120",190.6334
"10121",447.3342
"10122",682.33005
"10123",1374.4875
"10124",645.36775
"10125",1206.0773
"10126",697.20205
"10127",994.821
"10128",1157.2433
"10129",988.0877
"10130",1104.25
"10131",20.496
"10132",668.055
"10133",20.0319
"10134",24.6427
"10135",10.86365
"10136",171.1312
"10137",133.95375
"10138",0
"10139",10.86
"10140",13.9556
"10141",2.89185
"10142",0.34055
"10143",0
"10144",0.21115
"10145",2634.5382
"10146",714.028
"10147",740.8744
"10148",355.6675
"10149",82.4962
"10150",168.9066
"10151",1419.3428
"10152",3.4757
"10153",2025.2043
"10154",0.4744
"10155",10.2875
"10156",8.782
"10157",3.1616
"10158",5.4768
"10159",0.2253
"10160",4801.3115
"10161",6091.2026
"10162",565.3104
"10163",982.7255
"10164",276.5975
"10165",478.6509
"10166",209.9812
"10167",777
"10168",60.30595
"10169",227.79345
"10170",167.1045
"10171",470.3411
"10172",119.5595
"10173",663.4137
"10174",714.43705
"10175",9.78685
"10176",0
"10177",38.3023
"10178",18.0267
"10179",0
"10180",1.5637
"10181",11270.1866
"10182",0.7348
"10183",0.2498
"10184",6537.7323
"10185",107.4766
"10186",2306.5208
"10187",21664.84575
"10188",1487.4952
"10189",21217.4857
"10190",1416.6464
"10191",893.1818
"10192",70.0751
"10193",16.5763
"10194",13.73065
"10195",20.4273
"10196",2.3577
"10197",180.4913
"10198",0
"10199",0.3706
"10200",0.3056
"10201",3.8807
"10202",0.6743
"10203",0.0952
"10204",0.15675
"10205",661.31435
"10206",1017.96185
"10207",1332.4151
"10208",448.6486
"10209",1023.978
"10210",723.54575
"10211",1496.5883
"10212",1117.4812
"10213",961.173
"10214",917.7069
"10215",1173.6766
"10216",4.0524
"10217",7420.0754
"10218",6374.2535
"10219",573.4805
"10220",757.392
"10221",4852.9891
"10222",331.8673
"10223",18.8833
"10224",4.7031
"10225",0
"10226",0
"10227",0
"10228",0
"10229",0
"10230",0
"10231",0
"10232",2.0812
"10233",0.8146
"10234",0
"10235",0
"10236",0.00415
"10237",276.6236
"10238",0.3815
"10239",0.5099
"10240",60.1852
"10241",2.42435
"10242",5.4304
"10243",0.28525
"10244",0.0687
"10245",30.8015
"10246",52.42805
"10247",17.4631
"10248",215.2524
"10249",87.0204
"10250",153.7136
"10251",36.2396
"10252",7.66715
"10253",187.0684
"10254",38.0795
"10255",1.2838
"10256",21.7434
"10257",1316.8254
"10258",1318.6531
"10259",678.0385
"10260",1011.1987
"10261",539.70135
"10262",1459.168
"10263",692.0988
"10264",898.1514
"10265",705.726
"10266",325.62675
"10267",166.5572
"10268",1207.8853
"10269",1052.9532
"10270",109.5815
"10271",262.2978
"10272",338.4523
"10273",382.2189
"10274",357.8321
"10275",1.45735
"10276",833.8137
"10277",724.1842
"10278",512.0285
"10279",952.578
"10280",594.9126
"10281",18.8088
"10282",27.87635
"10283",84.20515
"10284",18.1356
"10285",14.4895
"10286",114.3307
"10287",61.69255
"10288",50.4386
"10289",51.2905
"10290",181.7682
"10291",12.0815
"10292",39.1099
"10293",0.7762
"10294",175.8567
"10295",21.6704
"10296",301.3651
"10297",399.1719
"10298",814.68425
"10299",717.5573
"10300",1246.3134
"10301",482.0647
"10302",964.1694
"10303",1222.52395
"10304",1302.6767
"10305",661.96835
"10306",10.24145
"10307",401.7824
"10308",5.9715
"10309",9.8321
"10310",33.2392
"10311",3.36615
"10312",12.3865
"10313",22.03035
"10314",7.5188
"10315",4.2138
"10316",1.8446
"10317",2.651
"10318",3.63485
"10319",8.6552
"10320",7.03235
"10321",2.5595
"10322",7.5427
"10323",0.0395
"10324",28.5309
"10325",7.4656
"10326",27.142
"10327",437.8947
"10328",7.2261
"10329",30.1627
"10330",7.3513
"10331",8.6574
"10332",11.4167
"10333",32.8928
"10334",55.3896
"10335",7.71695
"10336",14.3246
"10337",0.24075
"10338",660.4899
"10339",335.4562
"10340",682.904
"10341",469.4648
"10342",658.70415
"10343",347.4093
"10344",436.11825
"10345",583.4917
"10346",426.0405
"10347",3.906
"10348",567.9707
"10349",1612.4288
"10350",1007.5159
"10351",2228.0778
"10352",1671.1724
"10353",2559.2098
"10354",2013.8324
"10355",1675.8692
"10356",11.68495
"10357",4707.9917
"10358",11285.4311
"10359",6763.8075
"10360",10060.0451
"10361",28.4939
"10362",56.2324
"10363",23.2477
"10364",39.1635
"10365",51.2254
"10366",129.2887
"10367",7.6177
"10368",7.5729
"10369",420.323
"10370",144.4135
"10371",57.0399
"10372",51.0453
"10373",13.82435
"10374",25.5687
"10375",0.845
"10376",96.0913
"10377",263.1637
"10378",108.88045
"10379",185.4185
"10380",301.3624
"10381",226.1825
"10382",268.4133
"10383",416.4878
"10384",372.138
"10385",403.04705
"10386",519.372
"10387",316.1254
"10388",808.8483
"10389",502.008
"10390",6.9396
"10391",619.9765
"10392",1169.3853
"10393",1081.84385
"10394",616.4743
"10395",1004.6324
"10396",1481.49965
"10397",1311.9333
"10398",1091.7323
"10399",1317.5164
"10400",1185.815
"10401",5.86805
"10402",727.3905
"10403",874.2293
"10404",305.4849
"10405",974.9162
"10406",500.2301
"10407",499.3212
"10408",369.71715
"10409",21.5007
"10410",10331.069
"10411",10597.8641
"10412",7944.839
"10413",13469.5066
"10414",13752.0833
"10415",20688.8878
"10416",32696.8125
"10417",9957.0077
"10418",150.445
"10419",6422.7022
"10420",9977.027
"10421",1600.2839
"10422",3957.4738
"10423",3538.2866
"10424",2259.363
"10425",1353.9034
"10426",2909.9836
"10427",2315.5042
"10428",2733.8893
"10429",3115.915
"10430",2666.4844
"10431",20.4686
"10432",3324.8629
"10433",436.907
"10434",98.4856
"10435",111.7802
"10436",370.1024
"10437",374.9094
"10438",272.70545
"10439",27.99275
"10440",128.17345
"10441",417.8708
"10442",500.7671
"10443",77.3826
"10444",10.7438
"10445",2.02905
"10446",622.7396
"10447",552.0315
"10448",1287.28885
"10449",3258.3102
"10450",848.8803
"10451",2177.0296
"10452",1192.4585
"10453",799.5315
"10454",16.52705
"10455",122.3828
"10456",470.59635
"10457",149.3864
"10458",358.006
"10459",225.98375
"10460",276.35395
"10461",62.0511
"10462",264.5562
"10463",111.8653
"10464",692.6523
"10465",418.7458
"10466",2.869
"10467",1460.6117
"10468",137.13785
"10469",255
"10470",602.913
"10471",536.5848
"10472",1072.4228
"10473",625.4694
"10474",10.1073
"10475",210.8352
"10476",580.9019
"10477",806.4193
"10478",359.2093
"10479",446.91615
"10480",266.42555
"10481",360.06265
"10482",254.889
"10483",283.7981
"10484",816.9269
"10485",3.9277
"10486",350.8261
"10487",0
"10488",0.7477
"10489",1.39115
"10490",0
"10491",0
"10492",0.2971
"10493",0.42215
"10494",1.4267
"10495",0
"10496",0
"10497",0
"10498",0
"10499",900.6061
"10500",0
"10501",0
"10502",1.9432
"10503",3.5091
"10504",24.9192
"10505",81.6262
"10506",1863.9972
"10507",69.646
"10508",700.7893
"10509",37.2046
"10510",316.5968
"10511",4902.5251
"10512",19.9336
"10513",3.4373
"10514",428.7532
"10515",846.7742
"10516",904.29755
"10517",860.5537
"10518",749.5207
"10519",1108.4323
"10520",868.0887
"10521",1060.42095
"10522",953.2989
"10523",1220.91255
"10524",13.8279
"10525",964.7856
"10526",0
"10527",138.5042
"10528",25.3497
"10529",17.0001
"10530",558.6961
"10531",12.0739
"10532",4.8072
"10533",5.0737
"10534",129.76085
"10535",14.54655
"10536",34.9815
"10537",16.8341
"10538",107.2098
"10539",24.6123
"10540",0.1843
"10541",23.1873
"10542",1023.957
"10543",0.5399
"10544",22.93735
"10545",6.2893
"10546",2.17925
"10547",36.3064
"10548",20.6074
"10549",1.0941
"10550",7.3801
"10551",17.9202
"10552",1.52655
"10553",0.2594
"10554",18.2482
"10555",14.3858
"10556",289.879
"10557",591.6479
"10558",287.7319
"10559",386.0045
"10560",432.98
"10561",153.3783
"10562",1319.1115
"10563",283.1675
"10564",20.5078
"10565",677.1964
"10566",1388.2696
"10567",439.2744
"10568",1496.03505
"10569",966.3506
"10570",346.4126
"10571",1273.5487
"10572",483.6284
"10573",831.8051
"10574",690.2172
"10575",844.5792
"10576",709.55775
"10577",1773.555
"10578",1105.0774
"10579",1477.0115
"10580",1227.9149
"10581",4.1018
"10582",646.5011
"10583",362.027
"10584",3460.1442
"10585",1312.5875
"10586",1355.53095
"10587",1963.0072
"10588",2373.406
"10589",1903.6378
"10590",3403.6697
"10591",1343.1529
"10592",1907.1409
"10593",1743.98995
"10594",886.9318
"10595",31.4795
"10596",942.4189
"10597",2526.8623
"10598",781.9679
"10599",631.98295
"10600",510.1746
"10601",249.3506
"10602",693.9445
"10603",434.6888
"10604",487.6722
"10605",23.427
"10606",6.3425
"10607",94.3416
"10608",15.1307
"10609",42.3552
"10610",158.4247
"10611",69.3448
"10612",661.9604
"10613",16.3934
"10614",6.3562
"10615",52.8217
"10616",4.4602
"10617",9.89525
"10618",9.7929
"10619",16.3421
"10620",8.2365
"10621",17.39245
"10622",13.70065
"10623",0.5491
"10624",6.1629
"10625",78.6687
"10626",118.4569
"10627",36.2579
"10628",70.7124
"10629",7.0727
"10630",0.2517
"10631",19.0868
"10632",139.6256
"10633",20.0481
"10634",21.4056
"10635",2806.411
"10636",73.8041
"10637",9.6117
"10638",18.5363
"10639",8.4643
"10640",170.3548
"10641",534.97515
"10642",180.2379
"10643",90.26765
"10644",1.2507
"10645",72.2348
"10646",8192.0042
"10647",12902.4279
"10648",10379.2263
"10649",17396.5433
"10650",2562.9592
"10651",2657.867
"10652",1189.3775
"10653",10156.5968
"10654",1044.3269
"10655",1727.5337
"10656",3881.6669
"10657",1703.89215
"10658",2042.38365
"10659",12442.0283
"10660",42.2478
"10661",39.75315
"10662",491.361
"10663",652.33285
"10664",301.72115
"10665",818.62235
"10666",297.2746
"10667",427.5985
"10668",650.5643
"10669",265.3186
"10670",305.5903
"10671",903.5881
"10672",2340
"10673",497.0853
"10674",647.4352
"10675",940.5322
"10676",286.1548
"10677",558.99595
"10678",435.8974
"10679",720.3367
"10680",361.8619
"10681",191.5037
"10682",4.4478
"10683",371.1061
"10684",1130.5757
"10685",594.7874
"10686",784.6764
"10687",696.2252
"10688",944.4795
"10689",1207.4767
"10690",698.6169
"10691",807.10005
"10692",11.2363
"10693",793.6795
"10694",17.8117
"10695",165.9751
"10696",31.51115
"10697",57.4111
"10698",188.0588
"10699",1958.4036
"10700",1079.3061
"10701",1324.8748
"10702",5.7583
"10703",13.27775
"10704",3.22145
"10705",7.5729
"10706",45.8384
"10707",27.8953
"10708",404.5735
"10709",0
"10710",511.3801
"10711",78.5218
"10712",108.2235
"10713",187.0758
"10714",5.7384
"10715",0.0724
"10716",7.1793
"10717",51.9187
"10718",12.6195
"10719",1422.1595
"10720",656.3531
"10721",1773.7789
"10722",1639.2368
"10723",690.3441
"10724",1542.2186
"10725",1253.0864
"10726",1752.15005
"10727",717.56775
"10728",911.7327
"10729",1702.9595
"10730",1352.26245
"10731",20.901
"10732",1718.2691
"10733",1895.5735
"10734",0
"10735",0
"10736",5.93345
"10737",33.74235
"10738",0.2989
"10739",3.30335
"10740",1177.89145
"10741",25.7478
"10742",917.9581
"10743",18.5229
"10744",328.8441
"10745",105.7169
"10746",80.33235
"10747",32.1101
"10748",10.1215
"10749",83.6275
"10750",730.5808
"10751",9.05195
"10752",0.6857
"10753",38.3747
"10754",809.3891
"10755",326.1349
"10756",944.9799
"10757",402.5786
"10758",430.5269
"10759",234.4409
"10760",316.5846
