"","x"
"44372",1.2725
"44373",2.08535
"44374",0.367
"44375",0
"44376",0
"44377",0
"44378",0
"44379",2.8325
"44380",0
"44381",1.0025
"44382",7.60035
"44383",0
"44384",13.2148
"44385",0
"44386",0
"44387",6.22995
"44388",1033.7796
"44389",21.2719
"44390",99.8487
"44391",168.5775
"44392",59.9455
"44393",152.91395
"44394",99.4378
"44395",324.74515
"44396",93.1217
"44397",63.8489
"44398",7.2414
"44399",306.6632
"44400",388.289
"44401",111.4087
"44402",94.294
"44403",1135.45935
"44404",243.31425
"44405",404.7705
"44406",143.6326
"44407",321.7576
"44408",278.6714
"44409",732.4168
"44410",486.8314
"44411",364.15895
"44412",222.07725
"44413",2.68185
"44414",6165.1689
"44415",166.9058
"44416",3.1612
"44417",5.7205
"44418",87.6487
"44419",1.3532
"44420",165.2823
"44421",19.7858
"44422",4.3073
"44423",4.0262
"44424",22.0552
"44425",10.382
"44426",87.1572
"44427",20.0186
"44428",0.3189
"44429",61.70825
"44430",1209.993
"44431",1061.9543
"44432",848.2916
"44433",1952.26215
"44434",1034.3331
"44435",1070.3155
"44436",1712.8598
"44437",1621.384
"44438",1321.9785
"44439",746.7768
"44440",1291.4339
"44441",8.3662
"44442",1891.7197
"44443",804.2776
"44444",1229.7627
"44445",800.1645
"44446",1073.5164
"44447",1028.8831
"44448",1028.4035
"44449",1743.56255
"44450",866.2518
"44451",1167.5314
"44452",1273.373
"44453",1194.0864
"44454",869.1256
"44455",861.2544
"44456",1313.6737
"44457",1231.0642
"44458",8.3279
"44459",846.7373
"44460",13.2774
"44461",169.6175
"44462",374.8984
"44463",230.6117
"44464",280.2865
"44465",358.3849
"44466",146.0697
"44467",331.9137
"44468",477.51945
"44469",1173.8389
"44470",774.0713
"44471",1152.2013
"44472",197.1219
"44473",1733.8564
"44474",61.6993
"44475",1.087
"44476",93.8461
"44477",519.6262
"44478",345.16185
"44479",306.1224
"44480",182.84185
"44481",180.8343
"44482",811.5897
"44483",394.7434
"44484",24.5286
"44485",0.8231
"44486",2.8013
"44487",11.91335
"44488",772.9969
"44489",4.45565
"44490",34.2596
"44491",40.686
"44492",26.47285
"44493",12.3698
"44494",11.4044
"44495",22.45805
"44496",13.52355
"44497",8.5359
"44498",116.7499
"44499",9.4552
"44500",0.8851
"44501",0.0564
"44502",32.4178
"44503",9.9594
"44504",413.003
"44505",629.443
"44506",668.5682
"44507",7.767
"44508",54.322
"44509",524.5572
"44510",209.28945
"44511",4.7297
"44512",130.5238
"44513",85.1907
"44514",149.3958
"44515",26.4392
"44516",64.0669
"44517",44.7156
"44518",56.3937
"44519",95.5743
"44520",251.6097
"44521",561.2421
"44522",0.1999
"44523",1872.1921
"44524",1629.5536
"44525",896.4542
"44526",539.8649
"44527",2872.6873
"44528",1112.7794
"44529",945.7125
"44530",1262.888
"44531",1554.5362
"44532",1206.7884
"44533",5.96455
"44534",0.2908
"44535",261.4023
"44536",1042.8246
"44537",113.0334
"44538",444.69295
"44539",220.49055
"44540",236.40475
"44541",1099.9185
"44542",517.3316
"44543",51.08235
"44544",5.1799
"44545",471.55755
"44546",394.67475
"44547",588.8152
"44548",372.7516
"44549",625.5398
"44550",260.8036
"44551",2497.8903
"44552",273.9614
"44553",645.9374
"44554",6.0423
"44555",761.9469
"44556",3111.3056
"44557",2074.11625
"44558",3098.118
"44559",2707.0511
"44560",3687.6574
"44561",4792.8121
"44562",8799.435
"44563",3658.4891
"44564",6756.8752
"44565",8503.1375
"44566",53.7904
"44567",0
"44568",0.3389
"44569",0
"44570",0
"44571",0
"44572",0
"44573",0
"44574",0
"44575",0
"44576",0
"44577",0
"44578",0
"44579",0
"44580",0
"44581",0
"44582",0.46965
"44583",0
"44584",0
"44585",0
"44586",0
"44587",0
"44588",0
"44589",0
"44590",0
"44591",0
"44592",396.5435
"44593",460.0592
"44594",1234.2395
"44595",597.559
"44596",829.8824
"44597",1608.8731
"44598",257.0391
"44599",160.7602
"44600",173.7717
"44601",1.5721
"44602",569.9332
"44603",873.2959
"44604",562.58775
"44605",798.2944
"44606",357.568
"44607",647.04845
"44608",412.1173
"44609",663.5835
"44610",453.3738
"44611",540.8357
"44612",886.4437
"44613",445.2892
"44614",785.5755
"44615",620.3641
"44616",6.1339
"44617",0
"44618",3.4669
"44619",4.3935
"44620",11.79885
"44621",11.235
"44622",6.3898
"44623",2.2745
"44624",0
"44625",0.912
"44626",20.073
"44627",7.0348
"44628",18.6916
"44629",4.523
"44630",31.3263
"44631",3815.0144
"44632",2.6539
"44633",465.79405
"44634",15.83995
"44635",31.7025
"44636",116.5557
"44637",566.2385
"44638",1.3708
"44639",0.35875
"44640",0.4515
"44641",1.3327
"44642",0.18235
"44643",1.5083
"44644",1.5955
"44645",0.2646
"44646",0
"44647",2.1082
"44648",2.7152
"44649",0
"44650",4.79385
"44651",2.7088
"44652",2487.10605
"44653",2229.2225
"44654",2755.3957
"44655",1156.7568
"44656",2560.6226
"44657",1971.8033
"44658",2109.68105
"44659",3757.759
"44660",2637.6042
"44661",2191.3774
"44662",5138.06185
"44663",2312.2455
"44664",2251.46255
"44665",3532.39795
"44666",21.7517
"44667",6925.5622
"44668",1205.7769
"44669",5193.8826
"44670",502.0628
"44671",123.835
"44672",7740.9269
"44673",1417.91195
"44674",1388.8768
"44675",969.072
"44676",428.06275
"44677",556.0915
"44678",1685.5824
"44679",189.1704
"44680",951.9508
"44681",11.9081
"44682",241.0562
"44683",1336.40855
"44684",214.75045
"44685",10.20145
"44686",1633.0674
"44687",1.439
"44688",2.2594
"44689",10.7021
"44690",0.6388
"44691",78.30625
"44692",3.1387
"44693",14.9335
"44694",2.4689
"44695",0.3336
"44696",3358.5224
"44697",8461.5385
"44698",5450.33485
"44699",8956.213
"44700",2382.8401
"44701",6896.4958
"44702",2804.0201
"44703",1552.2927
"44704",128.62555
"44705",1503.8499
"44706",257.8157
"44707",641.85
"44708",1751.3289
"44709",353.7296
"44710",636.1662
"44711",1985.7127
"44712",475.82855
"44713",3.8008
"44714",688.82735
"44715",263.5893
"44716",799.3499
"44717",735.8108
"44718",94.426
"44719",130.68795
"44720",1402.1407
"44721",326.4453
"44722",194.8737
"44723",6.9246
"44724",0.3228
"44725",1.3004
"44726",2.267
"44727",156.8638
"44728",0.9278
"44729",210.0881
"44730",0.4534
"44731",1.82915
"44732",5.1118
"44733",1.0076
"44734",0.85325
"44735",0.4073
"44736",1.0861
"44737",0.8152
"44738",0.7252
"44739",0.018
"44740",0
"44741",45.43315
"44742",245.1524
"44743",368.8563
"44744",189.3837
"44745",194.30495
"44746",1350.5258
"44747",36.4855
"44748",3.643
"44749",313.38195
"44750",610.2971
"44751",121.1401
"44752",107.521
"44753",616.2943
"44754",117.1588
"44755",0.1431
"44756",1.3367
"44757",12.6727
"44758",93.4579
"44759",7.07905
"44760",37.6285
"44761",5.03915
"44762",9.6784
"44763",11.3236
"44764",0.2929
"44765",1872.35365
"44766",2209.4305
"44767",2307.9996
"44768",1799.7175
"44769",1398.22995
"44770",1885.8069
"44771",2525.509
"44772",1663.4989
"44773",2715.57385
"44774",2390.8112
"44775",1668.849
"44776",2198.6478
"44777",1989.4515
"44778",2262.3036
"44779",2091.7014
"44780",7.5285
"44781",2258.89635
"44782",1974.3973
"44783",1484.3272
"44784",1853.1882
"44785",1043.1171
"44786",740.6035
"44787",2001.3492
"44788",2565.9925
"44789",3860.74165
"44790",820.96065
"44791",7.8554
"44792",0
"44793",1.4449
"44794",0
"44795",0
"44796",0
"44797",0
"44798",0
"44799",1.6997
"44800",0
"44801",0.0127
"44802",0.4515
"44803",4.7438
"44804",0.9612
"44805",317.724
"44806",7.2945
"44807",3.962
"44808",2.4408
"44809",14.1753
"44810",0.0764
"44811",0
"44812",3.1107
"44813",1.7341
"44814",0.6757
"44815",24.2424
"44816",2.0464
"44817",0.7767
"44818",0.6579
"44819",8.81105
"44820",1.86025
"44821",22.80205
"44822",20.9895
"44823",0.3028
"44824",0.0369
"44825",1.3544
"44826",672.4138
"44827",894.2056
"44828",6326.1785
"44829",1258.9596
"44830",963.2566
"44831",5343.1267
"44832",1145.9743
"44833",988.3314
"44834",1460.2671
"44835",1147.8393
"44836",1341.50945
"44837",1243.7471
"44838",1926.8277
"44839",1112.7772
"44840",171.9654
"44841",61.1374
"44842",10.9702
"44843",1.3697
"44844",8.6415
"44845",41.6504
"44846",556.9727
"44847",2.39715
"44848",188.3758
"44849",1.9293
"44850",38.0815
"44851",19.1956
"44852",128.5578
"44853",3.427
"44854",0.02025
"44855",0.89005
"44856",50.5643
"44857",8.3857
"44858",1.6454
"44859",1.526
"44860",3.79355
"44861",7.3322
"44862",12.97935
"44863",1.9066
"44864",11.8237
"44865",7.80995
"44866",0.2011
"44867",0.29755
"44868",1.9157
"44869",5.6713
"44870",6.1947
"44871",0.4666
"44872",28.1728
"44873",0
"44874",0.2498
"44875",0
"44876",0.7138
"44877",0
"44878",1.9293
"44879",6.3391
"44880",27.1043
"44881",0.96345
"44882",0.02975
"44883",1.0571
"44884",0
"44885",0.5609
"44886",567.16955
"44887",0.13365
"44888",0
"44889",0
"44890",7.0796
"44891",0.3673
"44892",0
"44893",0.46725
"44894",0
"44895",0.2813
"44896",0.3781
"44897",1.1656
"44898",0
"44899",6.7466
"44900",0.3372
"44901",0.0021
"44902",0.6863
"44903",0.4515
"44904",0
"44905",10.6483
"44906",3.1178
"44907",0.8754
"44908",7.2253
"44909",1.5677
"44910",0
"44911",0.6196
"44912",0.9063
"44913",0
"44914",0.10925
"44915",2.2573
"44916",827.2499
"44917",640.3941
"44918",652.15195
"44919",739.2934
"44920",1062.7623
"44921",617.8623
"44922",595.4578
"44923",811.2505
"44924",840.265
"44925",963.7734
"44926",701.0589
"44927",917.6857
"44928",14.17905
"44929",224.7826
"44930",107.4409
"44931",233.10805
"44932",1930.775
"44933",120.0156
"44934",561.07855
"44935",616.73275
"44936",1491.3281
"44937",821.0698
"44938",88.1278
"44939",533.3783
"44940",3.5406
"44941",42.8832
"44942",256.705
"44943",318.4717
"44944",279.9823
"44945",274.5098
"44946",100.9601
"44947",149.8127
"44948",472.56855
"44949",361.6601
"44950",218.3008
"44951",6.0511
"44952",241.3358
"44953",754.06155
"44954",724.7907
"44955",468.9631
"44956",825.41715
"44957",3.3532
"44958",5.91155
"44959",1.71495
"44960",0
"44961",1.6849
"44962",0.9992
"44963",2.5864
"44964",0
"44965",12.8351
"44966",13.5178
"44967",14.3344
"44968",1532.1186
"44969",1806.175
"44970",2871.9001
"44971",752.7864
"44972",2180.3379
"44973",12.8255
"44974",21.0084
"44975",1.0801
"44976",521.4808
"44977",82.7415
"44978",5.3126
"44979",2.9106
"44980",0
"44981",2.4027
"44982",0.1685
"44983",11.7381
"44984",602.60655
"44985",0
"44986",0.6337
"44987",833.765
"44988",0
"44989",0.6922
"44990",5.5753
"44991",0.31735
"44992",0.2393
"44993",1.1543
"44994",19.5442
"44995",0.19805
"44996",0.3372
"44997",0.00035
"44998",152.0262
"44999",0.5128
"45000",202.99365
"45001",2.24725
"45002",0.4136
"45003",0.4423
"45004",131.9474
"45005",0.4684
"45006",1.0821
"45007",33.0223
"45008",33.8101
"45009",1.88655
"45010",0.3568
"45011",0.4666
"45012",18.6168
"45013",9.10795
"45014",4.7038
"45015",0.0055
"45016",0.29625
"45017",0
"45018",0
"45019",10.0756
"45020",11.9006
"45021",233.04495
"45022",33.4603
"45023",105.3254
"45024",188.6792
"45025",55.1209
"45026",128.5494
"45027",18.02345
"45028",23.5027
"45029",8.5714
"45030",27.90945
"45031",60.0054
"45032",122.2059
"45033",323.671
"45034",0.1248
"45035",0
"45036",18.0587
"45037",58.7146
"45038",8.404
"45039",1753.3667
"45040",11.63265
"45041",720.3226
"45042",357.4324
"45043",5.7881
"45044",1978.0716
"45045",52.33615
"45046",321.44065
"45047",122.807
"45048",1034.7861
"45049",426.4702
"45050",881.3467
"45051",316.5468
"45052",2.3992
"45053",11.9992
"45054",179.9415
"45055",559.09645
"45056",25.0961
"45057",6.7996
"45058",262.9498
"45059",38.79285
"45060",43.55825
"45061",5.0125
"45062",0.2507
"45063",1.4755
"45064",276.1162
"45065",158.6883
"45066",69.0716
"45067",56.3622
"45068",1815.7248
"45069",42.8451
"45070",6762.699
"45071",235.4331
"45072",595.4086
"45073",549.2805
"45074",51.1742
"45075",3.9561
"45076",146.1575
"45077",15.4753
"45078",227.9829
"45079",14.6633
"45080",18.2792
"45081",186.37795
"45082",26.964
"45083",56.4955
"45084",106.1849
"45085",60.49785
"45086",17.2414
"45087",43.6793
"45088",3.2482
"45089",14.8348
"45090",0.18055
"45091",23.91795
"45092",1216.8756
"45093",635.744
"45094",688.4003
"45095",1005.4926
"45096",202.4807
"45097",900.4398
"45098",31.5497
"45099",26.864
"45100",2.94385
"45101",5.62485
"45102",2.65015
"45103",0.8035
"45104",3.07985
"45105",26.3372
"45106",5.0727
"45107",2.1885
"45108",0.33165
"45109",2.656
"45110",0
"45111",1.81415
"45112",137.8571
"45113",1.4899
"45114",8.0613
"45115",651.3283
"45116",6.5662
"45117",243.0402
"45118",241.0991
"45119",283.3246
"45120",144.6152
"45121",153.3171
"45122",4.181
"45123",11.749
"45124",499.903
"45125",1624.62155
"45126",402.7901
"45127",516.0124
"45128",772.7516
"45129",474.5973
"45130",1745.3163
"45131",423.70645
"45132",16.2634
"45133",128.5816
"45134",97.5081
"45135",282.0975
"45136",53.1765
"45137",302.49015
"45138",362.5821
"45139",1904.6973
"45140",43.8724
"45141",5.9092
"45142",9.157
"45143",108.9178
"45144",7.0228
"45145",98.0416
"45146",88.9353
"45147",0.5488
"45148",141.7824
"45149",296.6009
"45150",614.9878
"45151",78.0502
"45152",7.06165
"45153",82.64365
"45154",0
"45155",0
"45156",0
"45157",0
"45158",0
"45159",0
"45160",0
"45161",0
"45162",0
"45163",0
"45164",0
"45165",0.4767
"45166",14.49815
"45167",3.28285
"45168",3.4921
"45169",213.89895
"45170",78.3494
"45171",2.0151
"45172",7.5815
"45173",1.6341
"45174",2.7339
"45175",42.3024
"45176",4.1169
"45177",0.1253
"45178",25.0286
"45179",0
"45180",3.8425
"45181",81.4911
"45182",673.3774
"45183",2082.5709
"45184",90.25415
"45185",1539.67235
"45186",597.89125
"45187",1393.8462
"45188",6183.6926
"45189",986.6956
"45190",97.1005
"45191",3.11935
"45192",2036.6343
"45193",807.35965
"45194",3434.20325
"45195",1421.19235
"45196",550.2013
"45197",1566.287
"45198",1414.6141
"45199",1500.6788
"45200",832.2736
"45201",1982.8326
"45202",6.6515
"45203",1.2493
"45204",3.8448
"45205",0.3213
"45206",0
"45207",0.2278
"45208",9.6878
"45209",1.6545
"45210",47.5984
"45211",0.3583
"45212",1.3668
"45213",7.628
"45214",1.7544
"45215",32.0391
"45216",2.2414
"45217",6.3594
"45218",0.008
"45219",0
"45220",43.3409
"45221",10.0697
"45222",0
"45223",1.0859
"45224",0.29
"45225",12.0788
"45226",0.7645
"45227",0.4028
"45228",0.348
"45229",2.1721
"45230",0.3901
"45231",0.0113
"45232",0
"45233",5637.3844
"45234",2342.86955
"45235",68.7755
"45236",3215.7992
"45237",65.5211
"45238",3227.8308
"45239",1026.7232
"45240",1836.6503
"45241",4469.2949
"45242",3509.8276
"45243",274.3704
"45244",3695.357
"45245",1144.7539
"45246",759.0179
"45247",21.01925
"45248",4383.3222
"45249",5.6125
"45250",182.8685
"45251",7.4192
"45252",13.5243
"45253",0
"45254",0.66665
"45255",7.07965
"45256",0
"45257",0.0709
"45258",4.6376
"45259",307.7485
"45260",186.26805
"45261",4.4094
"45262",1522.35975
"45263",2764.53485
"45264",959.4001
"45265",2432.7056
"45266",1495.69155
"45267",1537.3992
"45268",1416.4814
"45269",9.0007
"45270",0.4456
"45271",2.8608
"45272",2.0829
"45273",169.76505
"45274",3.42085
"45275",4.6918
"45276",0.7447
"45277",3.656
"45278",2.54385
"45279",0.4464
"45280",137.9137
"45281",0.9026
"45282",0.0389
"45283",0.8071
"45284",0.8831
"45285",0.7768
"45286",11.36405
"45287",0.17285
"45288",0.3517
"45289",1.7361
"45290",30.42375
"45291",0
"45292",0.0124
"45293",411.22695
"45294",451.1599
"45295",216.318
"45296",493.925
"45297",2432.0272
"45298",354.9708
"45299",477.667
"45300",2.3259
"45301",365.237
"45302",0.5399
"45303",8.4898
"45304",80.6253
"45305",4.9047
"45306",0.2646
"45307",0
"45308",654.7231
"45309",383.7165
"45310",821.3413
"45311",0.2846
"45312",7.6324
"45313",1.497
"45314",2.5191
"45315",105.8063
"45316",0
"45317",6.0652
"45318",95.7877
"45319",0.543
"45320",1.6858
"45321",0.3667
"45322",54.2538
"45323",28.59225
"45324",2.85065
"45325",2.9742
"45326",4.09145
"45327",96.42385
"45328",3.42605
"45329",27.1234
"45330",2.3188
"45331",0.33155
"45332",1.3832
"45333",4.7711
"45334",549.7917
"45335",402.7852
"45336",1414.3177
"45337",509.8814
"45338",861.5733
"45339",1110.8659
"45340",689.1121
"45341",566.03985
"45342",14.4528
"45343",339.0483
"45344",1164.1671
"45345",0
"45346",1.4235
"45347",0.7609
"45348",1.6146
"45349",15.4489
"45350",861.9764
"45351",204.2017
"45352",3.3141
"45353",4.9374
"45354",2.9867
"45355",0.71635
"45356",0.0259
"45357",4.5147
"45358",39.5778
"45359",3.2154
"45360",2.7152
"45361",122.03105
"45362",0.0379
"45363",3.3616
"45364",4.0064
"45365",694.337
"45366",29.0134
"45367",5.1816
"45368",105.50655
"45369",35.9744
"45370",290.5891
"45371",10.85725
"45372",18.9538
"45373",12.245
"45374",64.27435
"45375",178.6587
"45376",55.5414
"45377",7.1536
"45378",0.35195
"45379",26.8294
"45380",0
"45381",174.1481
"45382",406.66085
"45383",555.5919
"45384",5773.52825
"45385",1892.32945
"45386",2951.65895
"45387",1242.7143
"45388",1593.8646
"45389",1872.20205
"45390",1900.8135
"45391",1871.17255
"45392",22188.7049
"45393",612.16125
"45394",1323.98015
"45395",37.38815
"45396",4803.5707
"45397",8.64705
"45398",17.5548
"45399",19.084
"45400",77.7518
"45401",161.58025
"45402",49.2308
"45403",134.4013
"45404",14.6619
"45405",0.2126
"45406",0
"45407",0.3852
"45408",14.57835
"45409",3.1218
"45410",2.3184
"45411",2.6137
"45412",1.3224
"45413",0.331
"45414",0.80485
"45415",0.9365
"45416",1.45795
"45417",4.3443
"45418",0.7905
"45419",0
"45420",0.0205
"45421",2083.3868
"45422",2896.9072
"45423",5027.7425
"45424",2005.0425
"45425",4769.7557
"45426",2418.7062
"45427",3481.6264
"45428",6822.71965
"45429",2469.2094
"45430",2335.5183
"45431",2381.9417
"45432",44.60495
"45433",26.2769
"45434",104.0441
"45435",3.3784
"45436",16.6241
"45437",13.8628
"45438",15.9212
"45439",11.7272
"45440",8.30255
"45441",93.1306
"45442",20.69845
"45443",182.1003
"45444",0.3038
"45445",10.7734
"45446",481.02225
"45447",1021.2116
"45448",499.524
"45449",1324.5841
"45450",3897.5672
"45451",693.447
"45452",836.8735
"45453",828.7841
"45454",6.6322
"45455",2047.0631
"45456",3.2106
"45457",3.4338
"45458",8661.6822
"45459",4.6009
"45460",2.89855
"45461",17.4548
"45462",8.8332
"45463",51.93825
"45464",0.92385
"45465",3748.303
"45466",10.8114
"45467",1.2619
"45468",34.55905
"45469",5.4176
"45470",4862.7375
"45471",1939.4817
"45472",4901.38065
"45473",3462.5615
"45474",8066.7555
"45475",0
"45476",3.95495
"45477",119.9863
"45478",0.2904
"45479",1.5496
"45480",1.0584
"45481",5.1129
"45482",119.0296
"45483",38.8992
"45484",2.7152
"45485",25.0587
"45486",0.287
"45487",0.0445
"45488",0
"45489",1468.0868
"45490",374.2747
"45491",1054.7867
"45492",1368.51075
"45493",1085.7899
"45494",1173.5441
"45495",1290.7268
"45496",1191.3768
"45497",1297.855
"45498",1630.96645
"45499",1465.9951
"45500",13.8269
"45501",507.9007
"45502",3.0783
"45503",4.9517
"45504",25.5255
"45505",20.9182
"45506",21.4308
"45507",11.55255
"45508",14.8632
"45509",52.4968
"45510",12.8983
"45511",21.2955
"45512",11.3015
"45513",10.8339
"45514",30.1385
"45515",321.4171
"45516",13.8233
"45517",0.1271
"45518",15.6544
"45519",0
"45520",0
"45521",0
"45522",0
"45523",0
"45524",0
"45525",0
"45526",0
"45527",0
"45528",0
"45529",0
"45530",0
"45531",0
"45532",0
"45533",0
"45534",0
"45535",0
"45536",0
"45537",0
"45538",0
"45539",0
"45540",0
"45541",0
"45542",0
"45543",0
"45544",0
"45545",0
"45546",0
"45547",0
"45548",0
"45549",0
"45550",0
"45551",0
"45552",0
"45553",0
"45554",0
"45555",0.37025
"45556",0
"45557",0
"45558",0
"45559",0
"45560",0.2393
"45561",0
"45562",0
"45563",0
"45564",0
"45565",0.4456
"45566",0
"45567",0
"45568",0
"45569",0
"45570",0
"45571",0
"45572",0
"45573",0
"45574",740.39455
"45575",334.728
"45576",426.3929
"45577",433.3218
"45578",575.60185
"45579",4.4654
"45580",18.006
"45581",616.8371
"45582",329.6521
"45583",266.902
"45584",3.0344
"45585",6.85505
"45586",21.3688
"45587",168.325
"45588",9.16805
"45589",11.1326
"45590",16.42
"45591",19.00665
"45592",32.5901
"45593",20.88495
"45594",2.5641
"45595",38.6217
"45596",3.7037
"45597",0.12485
"45598",11.4803
"45599",43.5272
"45600",42.5045
"45601",41.5638
"45602",4.4146
"45603",135.7234
"45604",106.3155
"45605",34.4895
"45606",76.96215
"45607",51.1533
"45608",40.7407
"45609",0.5974
"45610",91.6479
"45611",1579.3958
"45612",1061.9894
"45613",340.1794
"45614",924.5144
"45615",317.17335
"45616",489.1122
"45617",627.61855
"45618",1913.5952
"45619",1232.1764
"45620",904.0008
"45621",701.52535
"45622",901.1781
"45623",625.84105
"45624",4.68735
"45625",1409.4808
"45626",7.7236
"45627",20.4573
"45628",121.30945
"45629",55.905
"45630",106.56745
"45631",584.0774
"45632",7.283
"45633",467.31545
"45634",1076.2994
"45635",147.8393
"45636",224.57755
"45637",146.71405
"45638",223.59875
"45639",191.3208
"45640",57.2285
"45641",1.1545
"45642",33.1999
"45643",573.64935
"45644",3.648
"45645",33.0113
"45646",23.5097
"45647",36.7261
"45648",66.52005
"45649",186.1565
"45650",29.971
"45651",15.6632
"45652",153.4075
"45653",20.5505
"45654",46.8133
"45655",0.3883
"45656",409.79305
"45657",39.5039
"45658",713.1877
"45659",6915.01935
"45660",1167.1554
"45661",820.4781
"45662",22719.76925
"45663",710.6073
"45664",1218.1712
"45665",2725.1221
"45666",723.6456
"45667",3609.4693
"45668",429.0942
"45669",2889.4923
"45670",2208.3549
"45671",8217.1932
"45672",7.5854
"45673",6646.5011
"45674",38.39225
"45675",39.3609
"45676",17.01425
"45677",83.4648
"45678",95.672
"45679",5.75035
"45680",183.5291
"45681",21.0775
"45682",639.71855
"45683",202.7807
"45684",65.97955
"45685",11.3562
"45686",516.1553
"45687",38.9528
"45688",13.149
"45689",1.1952
"45690",116.4786
"45691",876.90015
"45692",582.2593
"45693",495.4103
"45694",701.6183
"45695",7.1222
"45696",330.531
"45697",351.1422
"45698",310.8962
"45699",509.63045
"45700",8723.3691
"45701",218.4318
"45702",512.7505
"45703",1143.25915
"45704",794.461
"45705",107.6733
"45706",203.8289
"45707",3.2355
"45708",0
"45709",0.9481
"45710",0
"45711",2.23535
"45712",0
"45713",2.2008
"45714",0
"45715",0.2556
"45716",0.17055
"45717",0
"45718",0.4954
"45719",0
"45720",0
"45721",0.425
"45722",0
"45723",0.3174
"45724",0
"45725",0
"45726",0
"45727",0
"45728",0
"45729",0
"45730",0
"45731",0
"45732",0.1263
"45733",0.33315
"45734",0
"45735",0
"45736",0
"45737",0
"45738",0
"45739",0
"45740",0
"45741",0
"45742",0
"45743",0
"45744",0
"45745",0
"45746",0
"45747",0
"45748",0
"45749",0
"45750",0
"45751",0.145
"45752",0
"45753",0
"45754",0
"45755",0
"45756",0
"45757",546.4455
"45758",1318.1581
"45759",949.3359
"45760",624.8861
"45761",763.9381
"45762",232.3511
"45763",967.8303
"45764",1224.4803
"45765",323.5133
"45766",13.295
"45767",570.4681
"45768",412.11815
"45769",919
"45770",419.36465
"45771",395.0584
"45772",355.6979
"45773",3.9477
"45774",502.0601
"45775",735.1289
"45776",541.021
"45777",469.4864
"45778",266.6267
"45779",559.5148
"45780",730.3035
"45781",248.4132
"45782",9.9495
"45783",1169.445
"45784",1524.6764
"45785",1521.8966
"45786",1294.3647
"45787",686.11075
"45788",1921.8238
"45789",1539.1225
"45790",1413.81445
"45791",2110.2362
"45792",1489.7163
"45793",1480.7692
"45794",1253.8691
"45795",1595.6956
"45796",1580.5274
"45797",13.0801
"45798",1452.87135
"45799",258.2558
"45800",328.2118
"45801",489.4271
"45802",335.0728
"45803",184.6449
"45804",681.2386
"45805",192.6291
"45806",225.0882
"45807",831.8264
"45808",317.6974
"45809",174.5681
"45810",38.96305
"45811",185.5096
"45812",180.1665
"45813",31.3208
"45814",264.1868
"45815",807.4191
"45816",51.3651
"45817",1.4329
"45818",965.3729
"45819",958.4259
"45820",715.7718
"45821",1686.1905
"45822",694.116
"45823",29.8034
"45824",666.7283
"45825",556.9705
"45826",325.1503
"45827",256.8761
"45828",31.4825
"45829",491.98925
"45830",235.4691
"45831",696.5003
"45832",344.9583
"45833",284.1122
"45834",283.6236
"45835",617.4038
"45836",11.6488
"45837",1948.4049
"45838",13.9204
"45839",0.4055
"45840",1.4258
"45841",2.7734
"45842",7.6299
"45843",34.17495
"45844",0.0194
"45845",412.1644
"45846",1361.1684
"45847",1026.76245
"45848",1495.79315
"45849",514.11965
"45850",662.8878
"45851",907.01285
"45852",1204.9707
"45853",1157.4182
"45854",832.07625
"45855",535.0707
"45856",1567.7437
"45857",669.9446
"45858",8.4858
"45859",1617.8862
"45860",881.7156
"45861",675.4185
"45862",26.8456
"45863",251.74775
"45864",12.3063
"45865",96.8258
"45866",31.9767
"45867",149.44565
"45868",18.5298
"45869",3.6843
"45870",18.8679
"45871",180.5416
"45872",315.8313
"45873",234.6528
"45874",385.19835
"45875",152.861
"45876",0.3546
"45877",0.13475
"45878",0.5263
"45879",0
"45880",0
"45881",0
"45882",0
"45883",0.2505
"45884",0
"45885",0
"45886",0
"45887",0
"45888",0
"45889",0
"45890",0
"45891",0
"45892",0
"45893",0
"45894",0
"45895",0
"45896",0
"45897",0
"45898",0
"45899",0
"45900",0
"45901",0
"45902",0
"45903",1034.5463
"45904",2002.7544
"45905",1120.7876
"45906",762.8346
"45907",1364.851
"45908",767.1527
"45909",846.5909
"45910",1478.0257
"45911",1317.7273
"45912",982.3513
"45913",604.1114
"45914",992.63135
"45915",11.7951
"45916",909.7065
"45917",28.8236
"45918",9.324
"45919",15.7603
"45920",3.53
"45921",3.7024
"45922",2.7701
"45923",201.6807
"45924",84.95955
"45925",19.555
"45926",0.1371
"45927",315.1394
"45928",700.3207
"45929",282.8875
"45930",239.76835
"45931",240.4794
"45932",308.4442
"45933",244.76185
"45934",6.4325
"45935",297.7906
"45936",19.4244
"45937",19.7595
"45938",27.84055
"45939",23.8546
"45940",9.7217
"45941",82.8592
"45942",20.1617
"45943",17.1881
"45944",10.3416
"45945",26.94825
"45946",12.7106
"45947",32.5821
"45948",28.79895
"45949",27.1404
"45950",0.014
"45951",17.079
"45952",18.5102
"45953",26.9273
"45954",1.0571
"45955",4.9038
"45956",2600.3177
"45957",17.3389
"45958",2.79615
"45959",6.0571
"45960",54.486
"45961",0.6743
"45962",0.1962
"45963",945.0287
"45964",694.6108
"45965",884.8107
"45966",1228.6371
"45967",527.5764
"45968",808.3916
"45969",1468.63485
"45970",978.2477
"45971",921.6465
"45972",1503.6844
"45973",3066.4495
"45974",671.452
"45975",316.14455
"45976",6678.903
"45977",986.3399
