,geneSymbol,prob,probSD,SNR,pval_prob,qval_prob,pval_MutSig,qval_MutSig,protLength,uniquePosNdMAF,uniquePosNdMAFtumor,uniquePosNExactMatch,uniquePosNExactMatchtumor,casesN,SNRcorrected,MutSigPass,probPass,tumorType
769,SLC30A2,0.333333333,0.273755462,1.217631716,0.039248038,0.075729547,0.2952494,1,323,9,3,1,1,3,1.217631716,0,0,UCEC
770,SLC45A2,0.090909091,0.088867744,1.022970613,0.08099595,0.089260843,0.6218534,1,530,37,11,2,1,10,1.022970613,0,0,UCEC
771,SLC7A9,0.111111111,0.10445643,1.063707724,0.06619669,0.083130727,0.9648804,1,487,25,8,2,1,7,1.063707724,0,0,UCEC
772,SOS1,0.153846154,0.101996582,1.508346172,0.00579971,0.02982708,0.9555563,1,1333,77,10,5,1,12,1.508346172,0,0,UCEC
773,STAT1,0.066666667,0.063062396,1.057154044,0.076246188,0.087602003,0.6870818,1,750,52,14,1,1,13,1.057154044,0,0,UCEC
774,TGFBR2,0.166666667,0.150176925,1.109802103,0.044247788,0.075729547,0.9843783,1,567,46,6,3,1,6,1.109802103,0,0,UCEC
775,THRB,0.25,0.222171775,1.125255445,0.034098295,0.075729547,0.8904473,1,461,29,4,1,1,3,1.125255445,0,0,UCEC
776,TP53,0.666666667,0.055539871,12.00338882,0,0,0,0,393,235,40,34,19,67,12.00338882,1,1,UCEC
777,TP63,0.076923077,0.074368293,1.034353128,0.07179641,0.08562429,0.3857044,1,680,70,12,2,1,12,1.034353128,0,0,UCEC
778,TPM1,0.333333333,0.265603277,1.255004597,0.042497875,0.075729547,1,1,284,16,3,2,1,3,1.255004597,0,0,UCEC
779,VDR,0.142857143,0.136494667,1.046613368,0.04519774,0.075729547,0.8359239,1,427,21,5,1,1,5,1.046613368,0,0,UCEC
780,VHL,0.333333333,0.272475113,1.223353318,0.05619719,0.075729547,0.3093559,1,213,94,3,21,1,3,1.223353318,0,0,UCEC
781,ZAP70,0.111111111,0.103711747,1.071345476,0.05659717,0.075729547,0.8737838,1,619,34,9,1,1,7,1.071345476,0,0,UCEC
782,ARID1A,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,UCEC
783,PIK3CA,NA,NA,NA,NA,NA,7.77E-16,2.44E-12,NA,NA,NA,NA,NA,NA,NA,1,0,UCEC
784,CTCF,NA,NA,NA,NA,NA,1.89E-15,3.77E-12,NA,NA,NA,NA,NA,NA,NA,1,0,UCEC
785,RNF43,NA,NA,NA,NA,NA,2.22E-15,3.81E-12,NA,NA,NA,NA,NA,NA,NA,1,0,UCEC
786,RGPD3,NA,NA,NA,NA,NA,1.35E-09,1.59E-06,NA,NA,NA,NA,NA,NA,NA,1,0,UCEC
787,AP1S1,NA,NA,NA,NA,NA,6.88E-09,7.63E-06,NA,NA,NA,NA,NA,NA,NA,1,0,UCEC
788,NBPF1,NA,NA,NA,NA,NA,1.54E-07,0.000145667,NA,NA,NA,NA,NA,NA,NA,1,0,UCEC
789,JAK1,NA,NA,NA,NA,NA,5.93E-06,0.00349472,NA,NA,NA,NA,NA,NA,NA,1,0,UCEC
790,KBTBD6,NA,NA,NA,NA,NA,9.27E-06,0.005296997,NA,NA,NA,NA,NA,NA,NA,1,0,UCEC
791,CHD3,NA,NA,NA,NA,NA,1.14E-05,0.00595328,NA,NA,NA,NA,NA,NA,NA,1,0,UCEC
792,RALGAPB,NA,NA,NA,NA,NA,1.40E-05,0.006969097,NA,NA,NA,NA,NA,NA,NA,1,0,UCEC
793,TULP4,NA,NA,NA,NA,NA,1.54E-05,0.007427444,NA,NA,NA,NA,NA,NA,NA,1,0,UCEC
794,INPPL1,NA,NA,NA,NA,NA,1.78E-05,0.008190658,NA,NA,NA,NA,NA,NA,NA,1,0,UCEC
795,CCND1,NA,NA,NA,NA,NA,2.03E-05,0.00912121,NA,NA,NA,NA,NA,NA,NA,1,0,UCEC
796,NRIP1,NA,NA,NA,NA,NA,2.91E-05,0.01192565,NA,NA,NA,NA,NA,NA,NA,1,0,UCEC
797,PPP2R1A,NA,NA,NA,NA,NA,8.13E-05,0.03194994,NA,NA,NA,NA,NA,NA,NA,1,0,UCEC
798,SERPINA1,NA,NA,NA,NA,NA,8.40E-05,0.03232006,NA,NA,NA,NA,NA,NA,NA,1,0,UCEC
799,RHCE,NA,NA,NA,NA,NA,0.000103831,0.03916911,NA,NA,NA,NA,NA,NA,NA,1,0,UCEC
