gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
KLF4	255934	434	-14	131720	43000	0	0	0	0	50	2	2000000	1	1
KLF5	274388	328	28	128160	38160	0	0	0	0	50	7	2323360	1	1
KLF6	129035	476	2	82520	21160	0	0	0	0	50	9	2111480	1	1
KLF7	207002	598	20	85720	24800	0	0	0	0	50	4	2024120	1	1
KLF8	111210	NaN	1	102720	29280	0	0	0	0	50	6	1842240	1	1
KLF9	167186	278	1	68680	20000	0	0	0	0	50	9	2065200	1	1
KLHDC1	627751	342	18	123480	29040	0	0	0	0	50	10	2221480	1	1
KLHDC10	428896	266	37	128040	35760	0	0	0	0	50	3	1957920	1	1
KLHDC2	642923	342	12	122280	30000	0	0	0	0	40	8	2546000	1	1
KLHDC4	594175	251	28	151520	41440	0	0	0	0	50	8	2587360	1	1
KLHDC5	349689	387	11	141000	42360	0	0	0	0	50	5	3002280	1	1
KLHDC7A	276385	648	15	210120	70200	0	0	0	0	5	0	264240	1	1
KLHDC8A	662921	249	41	98240	30040	0	0	0	0	50	7	2604360	1	1
KLHDC8B	1812695	203	45	97120	32600	0	0	0	0	50	4	2242200	1	1
KLHDC9	689033	250	23	102880	26840	0	0	0	0	50	4	2142760	1	1
KLHL11	1857838	191	33	199360	56600	0	0	0	0	6	0	377440	1	1
KLHL12	422793	318	28	164920	45200	0	0	0	0	50	10	2312040	1	1
KLHL15	528219	NaN	41	172360	46400	0	0	1	0	1	1	85200	1	1
KLHL17	1911331	239	9	179800	56960	0	0	0	0	29	5	1957000	1	1
KLHL18	872055	242	49	164480	46840	0	0	0	0	50	6	2961440	1	1
KLHL20	440130	417	5	175520	49360	0	0	0	0	50	5	2173120	1	1
KLHL21	628180	259	38	163440	53520	0	0	0	0	50	13	2533120	1	1
KLHL22	542099	326	28	179000	52480	0	0	0	0	50	5	2305600	1	1
KLHL24	1124894	463	32	172280	46960	0	0	0	0	50	10	2361560	1	1
KLHL25	159493	592	-11	163920	49440	0	0	1	0	50	6	2488080	1	1
KLHL26	1397040	222	33	169240	53720	0	0	0	0	50	6	2511160	1	1
KLHL28	228561	481	-22	162560	45040	0	0	0	0	50	6	2846840	1	1
KLHL29	NaN	NaN	NaN	227040	70320	0	0	0	0	50	11	4524880	1	1
KLHL3	406828	409	26	172400	46000	0	0	0	0	50	8	3030120	1	1
KLHL30	428658	356	29	160720	51080	0	0	0	0	50	10	2492960	1	1
KLHL31	306333	404	20	178280	51280	0	0	0	0	50	4	2616000	1	1
KLHL32	123818	1288	-2	178960	49400	0	0	0	0	50	4	2190760	1	1
KLHL33	NaN	NaN	NaN	144240	49680	0	0	0	0	50	11	4504240	1	1
KLHL34	93001	NaN	7	172040	60160	0	0	1	0	50	9	2425640	1	1
KLHL35	587975	205	39	158320	54320	0	0	0	0	50	6	2301200	1	1
KLHL36	567037	187	33	172880	51160	0	0	1	0	50	6	2338800	1	1
KLHL38	517269	192	22	164720	46240	0	0	0	0	50	2	2164680	1	1
KLHL5	497247	209	46	217840	59120	0	0	0	0	50	2	1950840	1	1
KLHL8	271051	327	43	179440	47960	0	0	0	0	3	0	245960	1	1
KLHL9	232155	466	-14	174760	47720	0	0	0	0	50	2	2065840	1	1
KLK1	655673	589	25	76160	20920	0	0	0	0	50	17	2769000	1	1
KLK10	490795	632	22	77720	24760	0	0	0	0	50	3	1880800	1	1
KLK11	490795	632	22	87560	25720	0	0	0	0	50	3	1880800	1	1
KLK12	490795	632	22	80160	19320	0	0	0	0	50	3	1880800	1	1
KLK13	490795	632	22	77920	24320	0	0	0	0	50	3	1880800	1	1
KLK14	490795	632	22	75640	23240	0	0	0	0	50	3	1880800	1	1
KLK2	655673	589	25	78640	22280	0	0	0	0	50	17	2769000	1	1
KLK4	581408	606	29	72960	20760	0	0	0	0	50	4	2058560	1	1
KLK5	581408	606	29	84720	24000	0	0	0	0	50	4	2058560	1	1
KLK6	581408	606	29	71120	19480	0	0	0	0	50	4	2058560	1	1
KLK7	581408	606	29	72600	21240	0	0	0	0	50	4	2058560	1	1
KLK8	536101	606	25	89160	23640	0	0	0	0	50	2	2241120	1	1
KLK9	490795	632	22	71560	20960	0	0	0	0	50	3	1880800	1	1
KLKB1	371112	606	-2	189200	47440	0	0	0	0	50	6	2492360	1	1
KLRAQ1	168167	780	24	232200	59520	0	0	0	0	50	8	2072880	1	1
KLRB1	264317	618	7	67080	16800	0	0	0	0	50	5	2506520	1	1
KLRC1	382960	334	1	69640	17480	0	0	1	0	17	3	535040	1	1
KLRC3	378365	334	-0	81320	20080	0	0	0	0	50	6	2438360	1	1
KLRC4	378365	334	-0	46840	11840	0	0	0	0	50	6	2438360	1	1
KLRD1	406053	331	1	55360	12320	0	0	0	0	50	7	2486520	1	1
KLRF1	226318	648	33	70360	16160	0	0	0	0	5	0	139320	1	1
KLRG1	301954	416	11	56160	14400	0	0	0	0	50	1	2712600	1	1
KLRG2	568414	428	26	112200	37560	0	0	0	0	50	6	2542960	1	1
KLRK1	378365	334	-0	67240	14240	0	0	0	0	50	6	2438360	1	1
KNCN	608423	266	25	28680	9000	0	0	0	0	50	5	2140160	1	1
KNDC1	318075	452	-11	492680	151360	0	0	0	0	28	2	1297320	1	1
KNG1	463823	395	37	195400	51080	0	0	0	0	50	5	2695920	1	1
KPNA4	444964	408	21	155800	39800	0	0	0	0	50	5	2605280	1	1
KPNA5	244987	581	14	160320	40800	0	0	0	0	50	9	2442320	1	1
KPNA7	NaN	NaN	NaN	147080	43360	0	0	0	0	50	11	4497920	1	1
KPNB1	1198427	217	24	256360	69560	0	0	0	0	50	4	2340800	1	1
KPRP	64902	818	18	159840	49440	0	0	1	0	0	1	49440	1	1
KPTN	797690	276	38	125000	37600	0	0	0	0	50	5	2551680	1	1
KRBA1	471461	615	29	284640	93600	0	0	0	0	50	2	2282440	1	1
KRBA2	772200	257	20	141400	36800	0	0	0	0	50	4	1943880	1	1
KREMEN1	794944	335	-4	142920	40320	0	0	0	0	50	2	2031920	1	1
KREMEN2	1443513	234	49	132880	37640	0	0	0	0	1	0	84320	1	1
KRIT1	707455	454	27	218400	54600	0	0	0	0	50	3	2234200	1	1
KRR1	513610	524	-10	114320	27760	0	0	0	0	50	4	2544680	1	1
KRT10	836683	269	-10	164560	50120	0	0	0	0	50	4	1858120	1	1
KRT12	1036346	358	5	139960	41840	0	0	0	0	50	1	1514720	1	1
KRT13	1445853	325	-22	130520	38320	0	0	0	0	50	11	2145920	1	1
KRT14	1494501	323	11	134680	39200	0	0	0	0	20	3	1231000	1	1
KRT16	1494501	323	11	134040	39960	0	0	0	0	20	3	1231000	1	1
KRT17	1494501	323	11	123000	36240	0	0	0	0	20	3	1231000	1	1
KRT18	1635177	181	43	122280	36360	0	0	0	0	50	15	2172920	1	1
KRT19	1445853	325	-22	111880	34880	0	0	0	0	50	11	2145920	1	1
KRT20	1036346	358	5	122920	33680	0	0	0	0	50	1	1514720	1	1
KRT222	953708	269	13	87200	22000	0	0	0	0	50	10	2260880	1	1
KRT23	1036346	358	5	123160	32480	0	0	0	0	50	1	1514720	1	1
KRT24	953708	269	13	149080	43880	0	0	0	0	50	10	2260880	1	1
KRT25	836683	269	-10	129200	36760	0	0	0	0	50	4	1858120	1	1
KRT26	836683	269	-10	135400	37040	0	0	0	0	50	4	1858120	1	1
KRT27	836683	269	-10	131360	37840	0	0	0	0	50	4	1858120	1	1
KRT3	1444461	422	38	177160	53360	0	0	0	0	50	16	2513960	1	1
KRT32	1445853	325	-22	127920	36840	0	0	0	0	50	11	2145920	1	1
KRT33A	1321356	424	-6	115480	33440	0	0	0	0	7	2	417680	1	1
KRT33B	1321356	424	-6	115880	33040	0	0	0	0	7	2	417680	1	1
KRT34	1321356	424	-6	125320	35120	0	0	1	0	50	19	1895840	1	1
KRT37	1321356	424	-6	128600	36520	0	0	0	0	7	2	417680	1	1
KRT38	1321356	424	-6	129720	37680	0	0	1	0	50	19	1895840	1	1
KRT39	977588	404	10	141080	39160	0	0	0	0	50	4	1604120	1	1
KRT4	1781225	288	27	168920	49120	0	0	0	0	50	5	2119960	1	1
KRT40	977588	404	10	124560	34200	0	0	0	0	50	4	1604120	1	1
KRT5	1280474	464	36	166600	50000	0	0	1	0	50	13	2306360	1	1
KRT6A	1194800	389	29	159480	47760	0	0	0	0	50	5	2035520	1	1
KRT6C	1194800	389	29	159800	47680	0	0	0	0	50	5	2035520	1	1
KRT7	742854	178	53	133280	39760	0	0	1	0	0	1	39760	1	1
KRT71	1280474	464	36	149960	42760	0	0	1	0	50	13	2306360	1	1
KRT72	1280474	464	36	146840	42040	0	0	0	0	50	13	2306360	1	1
KRT73	1441383	464	29	154080	44760	0	0	0	0	50	5	2358640	1	1
KRT74	1280474	464	36	150920	43960	0	0	0	0	50	13	2306360	1	1
KRT76	1444461	422	38	182000	52120	0	0	0	0	50	16	2513960	1	1
KRT78	1781225	288	27	148480	43160	0	0	0	0	50	5	2119960	1	1
KRT79	1781225	288	27	151720	45320	0	0	0	0	50	5	2119960	1	1
KRT8	1781225	288	27	138600	39120	0	0	0	0	50	5	2119960	1	1
KRT80	473704	198	46	133600	37760	0	0	0	0	50	2	1974160	1	1
KRT81	742854	178	53	144160	42080	0	0	7	0	0	7	42080	1	1
KRT82	1065603	213	35	146840	42040	0	0	0	0	50	6	1801560	1	1
KRT83	936407	213	42	141200	40720	0	2	19	0	0	19	40720	1	1
KRT86	839631	175	48	139200	40200	0	1	12	0	0	12	40200	1	1
KRT9	1494501	323	11	176360	51880	0	0	0	0	20	3	1231000	1	1
KRTAP1-5	977588	404	10	50400	12840	0	0	0	0	50	4	1604120	1	1
KRTAP10-10	874480	461	25	69920	21040	0	0	0	0	1	0	45760	1	1
KRTAP10-12	819099	391	35	67920	20880	0	0	0	0	50	8	2634560	1	1
KRTAP10-3	860604	461	30	61560	18840	0	0	1	0	3	2	120520	1	1
KRTAP10-8	874480	461	25	72240	21840	0	0	0	0	2	0	67600	1	1
KRTAP10-9	874480	461	25	81520	24200	0	0	0	0	2	0	69960	1	1
KRTAP12-1	819099	391	35	26960	8200	0	0	0	0	50	8	2634560	1	1
KRTAP12-3	874480	461	25	27400	8000	0	0	0	0	8	11	182080	1	1
KRTAP12-4	874480	461	25	31360	9800	0	0	0	0	12	12	669360	1	1
KRTAP13-1	4608	1035	-69	47840	14680	0	0	0	0	50	13	1591960	1	1
KRTAP15-1	14979	1035	-68	38960	10960	0	0	0	0	50	13	1591960	1	1
KRTAP17-1	1149433	468	-14	30160	8240	0	0	0	0	50	30	1891520	1	1
KRTAP19-1	14979	1035	-68	24920	7600	0	0	0	0	50	13	1591960	1	1
KRTAP19-2	14979	1035	-68	15120	3720	0	0	0	0	23	9	556560	1	1
KRTAP19-3	14979	1035	-68	22400	7120	0	0	0	0	50	13	1591960	1	1
KRTAP19-4	14979	1035	-68	23440	7040	0	0	0	0	50	13	1591960	1	1
KRTAP19-5	14979	1035	-68	20120	6040	0	0	0	0	50	13	1591960	1	1
KRTAP19-6	22916	1048	-79	16560	4920	0	0	0	0	50	13	1826720	1	1
KRTAP19-7	22916	1048	-79	17880	5040	0	0	0	0	50	13	1826720	1	1
KRTAP19-8	200531	972	-45	18560	4960	0	0	0	0	50	6	1949840	1	1
KRTAP2-1	NaN	NaN	NaN	35480	11200	0	0	0	0	50	11	4465760	1	1
KRTAP2-2	NaN	NaN	NaN	33920	10720	0	0	0	0	50	11	4465280	1	1
KRTAP2-4	NaN	NaN	NaN	35440	11240	0	0	0	0	50	11	4465800	1	1
KRTAP20-1	22916	1048	-79	16160	4240	0	0	0	0	45	10	1267240	1	1
KRTAP20-2	28000	1055	-80	18240	5400	0	0	0	0	50	13	1791840	1	1
KRTAP20-3	NaN	NaN	NaN	13120	3320	0	0	0	0	28	1	1467640	1	1
KRTAP21-1	30244	1055	-70	22080	6480	0	0	0	0	50	15	1621480	1	1
KRTAP21-2	30244	1055	-70	23560	6440	0	0	0	0	50	15	1621480	1	1
KRTAP21-3	NaN	NaN	NaN	17880	3840	0	0	0	0	28	1	1468160	1	1
KRTAP22-1	22916	1048	-79	14200	3320	0	0	0	0	18	9	366440	1	1
KRTAP22-2	NaN	NaN	NaN	13600	3200	0	0	0	0	28	1	1467520	1	1
KRTAP23-1	4608	1035	-69	18280	5720	0	0	0	0	50	13	1591960	1	1
KRTAP24-1	6302	1011	-69	71960	20080	0	0	0	0	6	2	141080	1	1
KRTAP25-1	NaN	NaN	NaN	30200	7360	0	0	0	0	50	11	4461920	1	1
KRTAP26-1	6302	1011	-69	58080	17880	0	0	0	0	6	2	141080	1	1
KRTAP27-1	4608	1035	-69	59360	16000	0	0	0	0	2	0	45800	1	1
KRTAP3-1	977588	404	10	27760	8120	0	0	0	0	50	4	1604120	1	1
KRTAP3-2	977588	404	10	27480	8400	0	0	0	0	50	4	1604120	1	1
KRTAP3-3	977588	404	10	27280	8600	0	0	0	0	50	4	1604120	1	1
KRTAP4-2	996799	468	-7	39400	10160	0	0	0	0	50	23	1926000	1	1
KRTAP4-3	996799	468	-7	56800	13760	0	0	0	0	50	23	1926000	1	1
KRTAP4-4	996799	468	-7	48400	11960	0	0	0	0	50	23	1926000	1	1
KRTAP4-5	996799	468	-7	52320	13440	0	0	0	0	50	23	1926000	1	1
KRTAP4-9	NaN	NaN	NaN	60360	15600	0	23	15	0	0	15	15600	1	1
KRTAP5-1	NaN	NaN	NaN	77000	23920	0	0	1	0	28	2	1488240	1	1
KRTAP5-2	NaN	NaN	NaN	49960	14360	0	0	0	0	50	11	4468920	1	1
KRTAP5-6	NaN	NaN	NaN	36720	10320	0	0	0	0	50	11	4464880	1	1
KRTAP5-9	586193	626	50	48280	12920	0	0	0	0	0	0	12920	1	1
KRTAP6-1	22916	1048	-79	19960	6200	0	0	0	0	50	13	1826720	1	1
KRTAP6-2	22916	1048	-79	17880	4680	0	0	0	0	50	13	1826720	1	1
KRTAP6-3	22916	1048	-79	31040	9160	0	0	1	0	9	4	164520	1	1
KRTAP7-1	NaN	NaN	NaN	25080	6840	0	0	0	0	50	11	4461400	1	1
KRTAP8-1	30244	1055	-70	18120	5160	0	0	0	0	50	15	1621480	1	1
KRTAP9-2	996799	468	-7	50080	13160	0	0	0	0	50	23	1926000	1	1
KRTAP9-3	996799	468	-7	46040	11800	0	0	0	0	50	23	1926000	1	1
KRTAP9-9	1149433	468	-14	48720	12720	0	0	1	0	3	1	70640	1	1
KRTCAP2	1801444	194	32	46480	14600	0	0	0	0	50	8	2240000	1	1
KRTCAP3	1244404	179	39	66600	23280	0	0	0	0	50	6	2429480	1	1
KRTDAP	827597	367	29	30560	8320	0	0	0	0	50	6	2164480	1	1
KSR2	639801	685	-6	266200	75080	0	0	1	0	50	7	2521840	1	1
KTELC1	280646	599	33	117400	29120	0	0	0	0	38	3	1446240	1	1
KTN1	687929	308	23	416360	94480	0	0	0	0	9	2	930200	1	1
KYNU	48515	369	20	140960	36400	0	0	0	0	50	5	2323600	1	1
L1TD1	274287	422	-1	250040	62200	0	0	0	0	50	1	2315960	1	1
L2HGDH	666223	337	28	133040	38560	0	0	0	0	50	4	2197280	1	1
L3MBTL	321277	399	-2	234720	63120	0	0	0	0	50	11	2468840	1	1
L3MBTL2	1301913	179	53	210200	55600	0	0	0	0	27	5	1127040	1	1
L3MBTL4	236747	877	7	187040	46240	0	0	0	0	50	5	2283400	1	1
LACE1	346225	491	37	142360	36920	0	0	0	0	50	4	2089440	1	1
LACRT	615189	494	31	40800	11640	0	0	0	0	50	3	2835080	1	1
LACTB	451944	230	36	156080	44080	0	0	0	0	50	11	2320280	1	1
LACTB2	240331	562	31	85240	21920	0	0	0	0	50	9	2611280	1	1
LAD1	857879	209	26	146080	44720	0	0	0	0	50	7	1885760	1	1
LAG3	2816186	232	48	144920	48040	0	0	0	0	50	8	2846120	1	1
LAGE3	2163759	NaN	42	39000	13800	0	0	0	0	50	8	2483480	1	1
LAIR2	819283	601	-4	43920	13080	0	0	0	0	50	16	2522440	1	1
LALBA	1494035	421	25	43040	10120	0	0	0	0	50	5	2080200	1	1
LAMB4	487451	326	4	515840	134320	0	0	0	0	34	6	1908760	1	1
LAMC2	764899	413	19	347840	93280	0	0	0	0	7	1	444240	1	1
LAMC3	815585	293	36	449280	131280	0	0	0	0	17	1	1004080	1	1
LAMP2	475981	NaN	26	145160	41080	0	0	0	0	50	11	2866000	1	1
LANCL1	159584	453	3	117200	31120	0	0	0	0	50	9	2004080	1	1
LANCL2	752223	455	7	129360	36840	0	0	0	0	50	4	1796280	1	1
LANCL3	108134	NaN	13	124160	37720	0	0	0	0	50	9	2351960	1	1
LAP3	271232	912	35	151080	41880	0	0	0	0	50	7	2048720	1	1
LAPTM4A	520645	166	26	68840	18280	0	0	0	0	50	8	2598280	1	1
LAPTM4B	609859	175	39	89680	27680	0	0	0	0	50	6	2351240	1	1
LAPTM5	348498	411	35	77160	21120	0	0	0	0	50	4	2191360	1	1
LARGE	31722	968	-69	219080	60160	0	0	0	0	11	3	617560	1	1
LARP1	549658	179	27	295080	81000	0	0	1	0	50	6	2449760	1	1
LARP4	855863	125	41	211960	56480	0	0	0	0	50	7	2764840	1	1
LARP7	252277	692	39	174040	41600	0	0	0	0	37	4	1759440	1	1
LARS2	439463	363	38	263720	71320	0	0	0	0	50	9	2684400	1	1
LAS1L	321325	NaN	10	214560	56520	0	0	0	0	43	5	2105160	1	1
LASP1	1255539	159	41	78560	18640	0	0	0	0	50	3	2545040	1	1
LASS1	1346431	176	24	99440	30280	0	0	0	0	50	8	2343680	1	1
LASS2	1621279	172	30	111960	30360	0	0	0	0	50	8	2178160	1	1
LASS3	239951	474	-31	115480	27440	0	0	0	0	50	9	2517720	1	1
LASS4	826957	209	15	114000	32880	0	0	0	0	50	8	2504800	1	1
LASS5	1040456	192	58	115680	30360	0	0	0	0	50	6	2436720	1	1
LASS6	192358	937	21	113160	29760	0	0	0	0	50	9	2346160	1	1
LAT	1148899	257	51	87840	25320	0	0	0	0	50	6	2345200	1	1
LAT2	997452	202	51	74640	18960	0	0	0	0	50	2	1841120	1	1
LATS2	446900	192	41	304240	90680	0	0	0	0	22	2	859480	1	1
LAX1	515575	280	39	118720	32000	0	0	0	0	50	4	2086040	1	1
LAYN	418517	326	21	108840	29040	0	0	0	0	50	4	2363840	1	1
LBH	136617	581	18	31480	7640	0	0	0	0	50	5	2032240	1	1
LBP	563754	350	47	140280	40200	0	0	0	0	50	8	2570440	1	1
LBX1	572649	418	43	77000	25000	0	0	0	0	50	4	2717000	1	1
LBX2	1019591	315	50	52160	18520	0	0	0	0	50	6	2453480	1	1
LBXCOR1	305591	319	21	254360	81880	0	0	0	0	50	6	2701720	1	1
LCE1A	62450	804	15	31080	8760	0	0	2	0	1	2	24400	1	1
LCE1C	64902	818	18	33800	9520	0	8	17	0	0	17	9520	1	1
LCE1E	64902	818	18	33960	9360	0	0	1	0	1	2	58800	1	1
LCE1F	64902	818	18	33200	9520	0	0	0	0	1	1	58960	1	1
LCE2B	169158	818	24	31400	9040	0	0	0	0	50	8	2267880	1	1
LCE2C	169158	818	24	31560	8880	0	0	0	0	50	8	2267880	1	1
LCE2D	169158	818	24	31560	8880	0	0	0	0	50	8	2267880	1	1
LCE3A	285984	752	17	25440	6840	0	0	0	0	50	8	2538920	1	1
LCE3B	285984	752	17	26800	7640	0	0	0	0	50	8	2538920	1	1
LCE3C	285984	752	17	27080	7600	0	0	0	0	50	8	2538920	1	1
LCE3D	285984	752	17	26240	7720	0	0	0	0	50	8	2538920	1	1
LCE3E	285984	752	17	26320	7640	0	0	0	0	50	8	2538920	1	1
LCE4A	169158	818	24	28760	7720	0	0	0	0	38	5	1569240	1	1
LCE5A	325831	700	20	33720	9600	0	0	0	0	50	5	3129920	1	1
LCE6A	NaN	NaN	NaN	23280	6360	0	0	0	0	50	11	4460920	1	1
LCK	1427362	210	43	149040	40440	0	0	0	0	50	8	2895680	1	1
LCMT2	823006	415	50	186920	60400	0	0	0	0	50	8	2762800	1	1
LCN1	327501	539	37	52480	14240	0	0	0	0	50	7	2120680	1	1
LCN12	1979517	188	34	56400	15960	0	0	0	0	50	14	2364760	1	1
LCN15	1898901	190	39	55040	14680	0	0	0	0	50	6	2796480	1	1
LCN2	1762678	201	44	59200	15560	0	0	0	0	50	9	2164000	1	1
LCN6	1898901	190	39	47840	13840	0	0	0	0	50	6	2796480	1	1
LCN8	1898901	190	39	45440	12520	0	0	0	0	50	6	2796480	1	1
LCN9	362222	524	29	51880	13400	0	0	0	0	50	6	2711920	1	1
LCNL1	1979517	188	34	45920	14440	0	0	0	0	50	14	2364760	1	1
LCOR	989428	512	43	123960	34800	0	0	1	0	16	6	1428600	1	1
LCORL	271221	1064	26	190400	51520	0	0	0	0	50	7	2464840	1	1
LCP1	400791	682	47	185040	48240	0	0	0	0	15	0	468680	1	1
LCTL	553330	219	58	167200	43040	0	0	0	0	50	6	2394160	1	1
LDB1	1018634	187	38	122320	30800	0	0	0	0	50	6	2393840	1	1
LDB2	55867	983	2	120240	31080	0	0	1	0	48	15	2040560	1	1
LDB3	352918	192	27	236240	72160	0	0	0	0	50	6	2797920	1	1
LDHA	599909	176	42	115440	29640	0	0	0	0	50	4	2405280	1	1
LDHAL6A	611782	176	31	97360	25880	0	0	0	0	39	4	1506920	1	1
LDHAL6B	NaN	NaN	NaN	107000	30760	0	0	0	0	50	11	4485320	1	1
LDHB	502803	826	-13	97880	26080	0	0	1	0	32	3	1073160	1	1
LDHC	599909	176	42	96760	26480	0	0	0	0	50	4	2405280	1	1
LDHD	681970	162	22	142720	45200	0	0	1	0	19	10	1388040	1	1
LDLR	1808766	233	33	253320	64800	0	0	0	0	50	8	2283160	1	1
LDLRAD1	430138	201	31	60440	16360	0	0	0	0	50	5	2003200	1	1
LDLRAD2	502881	181	28	75280	25160	0	0	0	0	50	11	2495400	1	1
LDLRAD3	240340	434	-10	99600	27600	0	0	0	0	50	4	2562920	1	1
LDLRAP1	562107	424	19	90120	24960	0	0	0	0	50	4	2340680	1	1
LDOC1	18788	NaN	-20	41480	11440	0	0	0	0	50	12	2237000	1	1
LDOC1L	216551	425	14	63760	22640	0	0	0	0	50	5	2435520	1	1
LEAP2	686574	200	66	22840	6440	0	0	0	0	50	3	1802120	1	1
LECT1	288742	469	24	97640	25840	0	0	0	0	50	11	2643480	1	1
LECT2	489402	443	19	44080	12080	0	0	0	0	50	5	1833800	1	1
LEF1	231204	771	22	127200	33240	0	0	0	0	50	8	2361520	1	1
LEKR1	364723	522	10	205880	49360	0	0	0	0	50	6	2155560	1	1
LELP1	822908	602	28	28720	7400	0	0	0	0	47	8	2619360	1	1
LEMD1	662921	249	41	32160	8520	0	0	0	0	9	3	500320	1	1
LEMD3	299752	577	7	258440	75880	0	0	0	0	50	3	2367520	1	1
LENEP	1612870	224	35	17360	5680	0	0	0	0	50	5	2077360	1	1
LEO1	575343	136	34	199280	46360	0	0	0	0	50	3	2059600	1	1
LEP	925335	373	30	47440	14000	0	0	0	0	50	7	2195640	1	1
LEPREL2	2822601	232	32	205640	66520	0	0	0	0	16	1	845120	1	1
LEPROT	239577	511	-3	38080	10880	0	0	0	0	50	5	2256000	1	1
LEPROTL1	387693	231	51	59200	17720	0	0	0	0	50	7	2149320	1	1
LETM1	851373	239	44	211360	61280	0	0	0	0	50	4	2645680	1	1
LETM2	841740	381	49	114520	32240	0	0	0	0	50	8	2839680	1	1
LEUTX	NaN	NaN	NaN	47840	13720	0	0	0	0	50	11	4468280	1	1
LFNG	783535	226	47	134520	40800	0	0	0	0	50	2	2336760	1	1
LGALS1	1136064	180	65	40000	10880	0	0	0	0	50	9	2169600	1	1
LGALS13	1148741	322	25	41400	10680	0	0	0	0	50	2	2132880	1	1
LGALS14	1243326	439	23	50960	13360	0	0	0	0	50	7	1998680	1	1
LGALS2	991778	176	51	39520	10040	0	0	0	0	50	4	2259080	1	1
LGALS3	801045	143	47	79720	23480	0	0	0	0	20	4	846480	1	1
LGALS3BP	632955	177	28	163840	49520	0	0	1	0	4	1	156720	1	1
LGALS4	1843355	219	37	95040	26160	0	0	0	0	50	5	2560840	1	1
LGALS7	1697047	322	45	39120	12120	0	0	0	0	50	8	2497400	1	1
LGALS7B	1697047	322	45	39120	12120	0	0	0	0	50	8	2497400	1	1
LGALS8	464894	556	5	106360	27680	0	0	0	0	50	9	2563840	1	1
LGALS9	186737	462	-5	103760	29200	0	0	0	0	50	5	1978840	1	1
LGALS9B	384584	413	-6	104400	28800	0	0	0	0	50	5	2614680	1	1
LGALS9C	928601	254	-0	104840	28720	0	0	0	0	50	2	1968160	1	1
LGI2	293829	582	26	157840	42320	0	0	0	0	50	9	3091160	1	1
LGI3	587455	196	50	154240	46760	0	0	0	0	50	7	2257000	1	1
LGI4	745516	357	-9	148400	49120	0	0	0	0	50	3	2006400	1	1
LGMN	423482	499	48	129320	33160	0	0	0	0	50	6	2213800	1	1
LGR4	345497	337	-18	274840	76040	0	0	0	0	50	7	2347000	1	1
LGR5	250555	516	-34	260280	75000	0	0	0	0	50	7	2426960	1	1
LGSN	255425	359	-9	148400	36880	0	0	0	0	50	2	2430800	1	1
LGTN	504002	288	38	170120	47200	0	0	0	0	50	4	2012080	1	1
LHB	2070141	200	35	39560	13000	0	0	1	0	9	4	225400	1	1
LHCGR	75021	934	-16	199640	57400	0	0	1	0	50	11	2426560	1	1
LHFP	153723	939	4	56560	16760	0	0	0	0	50	15	1972840	1	1
LHFPL1	25206	NaN	7	62960	18040	0	0	0	0	50	18	2880240	1	1
LHFPL2	214373	434	44	64000	18920	0	0	0	0	50	3	2745760	1	1
LHFPL4	858637	425	36	69080	21160	0	0	1	0	0	1	21160	1	1
LHFPL5	621095	404	34	62560	18080	0	0	0	0	50	5	2499480	1	1
LHPP	305373	430	22	77560	23120	0	0	0	0	50	5	2374800	1	1
LHX1	625114	462	21	115360	33320	0	0	0	0	50	4	2328120	1	1
LHX2	306688	342	19	114440	34000	0	0	0	0	50	4	2650560	1	1
LHX3	799089	244	42	119800	37640	0	0	0	0	50	5	2602080	1	1
LHX4	463883	254	13	112560	30600	0	0	0	0	50	6	2634720	1	1
LHX5	444269	468	25	113840	33160	0	0	0	0	50	8	2792760	1	1
LHX8	162631	959	-23	103680	28680	0	0	0	0	50	12	2862280	1	1
LHX9	98527	448	-18	115760	33280	0	0	0	0	50	4	2036280	1	1
LIAS	648710	177	43	110120	29200	0	0	0	0	50	12	2485120	1	1
LIF	548674	211	43	56880	17160	0	0	0	0	50	9	2238320	1	1
LIFR	159760	271	-2	321440	82960	0	0	0	0	50	5	2330480	1	1
LIG3	362649	525	15	298120	81560	0	0	0	0	50	4	2607520	1	1
LILRA1	978578	625	-1	138640	42080	0	0	0	0	50	19	2489720	1	1
LILRA2	819283	601	-4	136800	41040	0	0	0	0	50	16	2522440	1	1
LILRA3	730281	458	-8	123520	38240	0	0	0	0	8	1	372040	1	1
LILRA4	742939	507	-9	141000	42600	0	0	0	0	16	1	677480	1	1
LILRA5	742939	507	-9	94240	27200	0	0	0	0	16	1	677480	1	1
LILRB1	978578	625	-1	186160	55640	0	0	0	0	50	19	2489720	1	1
LILRB2	717623	458	-6	169720	52160	0	0	1	0	10	1	410080	1	1
LIM2	368509	610	-9	61720	17960	0	0	0	0	50	2	1609160	1	1
LIMCH1	319991	391	31	321840	84240	0	0	0	0	50	5	2393200	1	1
LIMD1	340032	231	45	189520	57800	0	0	0	0	22	2	958680	1	1
LIME1	1126597	202	36	80560	28400	0	0	0	0	50	4	2065400	1	1
LIMK2	667559	221	43	224160	62160	0	0	0	0	50	11	2448600	1	1
LIMS1	363356	408	30	98760	22920	0	0	0	0	50	6	2689480	1	1
